Year,Reason,Health services,Sex,Income quintiles,unit,percent
2010,Other reasons,Dentist,Females,Total,Proportion upper bounds (%),4.8
2010,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),8.0
2010,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),7.0
2010,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),3.4
2010,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),6.5
2010,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),7.4
2010,Other reasons,Dentist,Males,Total,Proportion upper bounds (%),6.6
2010,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),10.8
2010,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),8.9
2010,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),7.9
2010,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),11.2
2010,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),5.5
2010,Other reasons,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),3.5
2010,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),7.1
2010,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),2.7
2010,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),4.7
2010,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),4.1
2010,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),3.9
2010,Other reasons,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),2.9
2010,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),7.4
2010,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),3.4
2010,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),3.5
2010,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),3.1
2010,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),4.6
2010,Other reasons,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),4.7
2010,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),9.5
2010,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),4.0
2010,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),7.7
2010,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),6.8
2010,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),4.9
2011,Total,Dentist,Total,Total,Proportion upper bounds (%),8.4
2011,Total,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),14.2
2011,Total,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),10.6
2011,Total,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),9.7
2011,Total,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),8.7
2011,Total,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),6.4
2011,Total,Dentist,Females,Total,Proportion upper bounds (%),8.2
2011,Total,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),13.9
2011,Total,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),12.2
2011,Total,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),9.2
2011,Total,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),9.6
2011,Total,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),5.9
2011,Total,Dentist,Males,Total,Proportion upper bounds (%),9.6
2011,Total,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),17.5
2011,Total,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),11.3
2011,Total,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),12.5
2011,Total,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),10.1
2011,Total,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),8.6
2011,Total,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),15.1
2011,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),25.3
2011,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),22.1
2011,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),15.0
2011,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),14.1
2011,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),8.8
2011,Total,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),15.9
2011,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),25.0
2011,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),22.6
2011,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),17.2
2011,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),17.4
2011,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),9.1
2011,Total,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),15.4
2011,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),29.1
2011,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),25.0
2011,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),15.6
2011,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),13.4
2011,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),10.5
2011,Too expensive,Dentist,Total,Total,Proportion upper bounds (%),4.1
2011,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),9.1
2011,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),7.1
2011,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),3.7
2011,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),3.3
2011,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),3.0
2011,Too expensive,Dentist,Females,Total,Proportion upper bounds (%),4.9
2011,Too expensive,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),9.9
2011,Too expensive,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),7.9
2011,Too expensive,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),5.9
2011,Too expensive,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),5.2
2011,Too expensive,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),4.2
2011,Too expensive,Dentist,Males,Total,Proportion upper bounds (%),3.9
2011,Too expensive,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),10.8
2011,Too expensive,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),8.6
2011,Too expensive,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),3.5
2011,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),3.2
2011,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),3.4
2011,Too expensive,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),12.4
2011,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),22.6
2011,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),19.2
2011,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),12.7
2011,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),9.9
2011,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),6.6
2011,Too expensive,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),13.7
2011,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),23.3
2011,Too expensive,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),20.7
2011,Too expensive,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),14.9
2011,Too expensive,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),13.8
2011,Too expensive,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),7.5
2011,Too expensive,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),12.0
2011,Too expensive,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),25.3
2011,Too expensive,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),20.7
2011,Too expensive,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),13.2
2011,Too expensive,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),8.2
2011,Too expensive,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),7.8
2011,Other reasons,Dentist,Total,Total,Proportion upper bounds (%),4.8
2011,Other reasons,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),6.5
2011,Other reasons,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),4.8
2011,Other reasons,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),7.3
2011,Other reasons,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),6.6
2011,Other reasons,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),4.5
2011,Other reasons,Dentist,Females,Total,Proportion upper bounds (%),3.9
2011,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),5.8
2011,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),6.4
2011,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),5.4
2011,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),6.3
2011,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),3.4
2011,Other reasons,Dentist,Males,Total,Proportion upper bounds (%),6.4
2011,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),9.6
2011,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),5.0
2011,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),11.0
2011,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),8.9
2011,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),6.9
2011,Other reasons,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),3.2
2011,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),4.2
2011,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),4.1
2011,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),3.6
2011,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),5.7
2011,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),3.3
2011,Other reasons,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),2.8
2011,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),3.9
2011,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),3.9
2011,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),4.5
2011,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),5.9
2011,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),3.4
2011,Other reasons,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),4.1
2011,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),6.7
2011,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),6.4
2011,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),4.5
2011,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),7.5
2011,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),4.6
2012,Total,Dentist,Total,Total,Proportion upper bounds (%),8.4
2012,Total,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),13.7
2012,Total,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),10.5
2012,Total,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),10.4
2012,Total,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),8.6
2012,Total,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),5.8
2012,Total,Dentist,Females,Total,Proportion upper bounds (%),9.2
2012,Total,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),15.1
2012,Total,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),12.5
2012,Total,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),11.9
2012,Total,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),10.1
2012,Total,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),7.0
2012,Total,Dentist,Males,Total,Proportion upper bounds (%),8.4
2012,Total,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),15.1
2012,Total,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),10.9
2012,Total,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),11.4
2012,Total,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),9.4
2012,Total,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),6.6
2012,Total,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),13.8
2012,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),19.1
2012,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),20.9
2012,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),16.2
2012,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),12.2
2012,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),9.8
2012,Total,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),14.1
2012,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),19.7
2012,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),20.3
2012,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),18.5
2012,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),13.2
2012,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),10.1
2012,Total,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),14.7
2012,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),21.7
2012,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),25.1
2012,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),16.7
2012,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),13.8
2012,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),11.5
2012,Too expensive,Dentist,Total,Total,Proportion upper bounds (%),4.5
2012,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),9.0
2012,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),6.2
2012,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),5.7
2012,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),4.3
2012,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),3.2
2012,Too expensive,Dentist,Females,Total,Proportion upper bounds (%),5.6
2012,Too expensive,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),11.9
2012,Too expensive,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),6.7
2012,Too expensive,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),8.4
2012,Too expensive,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),6.4
2012,Too expensive,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),3.5
2012,Too expensive,Dentist,Males,Total,Proportion upper bounds (%),4.1
2012,Too expensive,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),8.3
2012,Too expensive,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),8.0
2012,Too expensive,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),5.0
2012,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),4.1
2012,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),4.6
2012,Too expensive,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),11.1
2012,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),16.7
2012,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),17.5
2012,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),13.5
2012,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),9.9
2012,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),6.6
2012,Too expensive,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),11.7
2012,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),17.6
2012,Too expensive,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),17.3
2012,Too expensive,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),16.4
2012,Too expensive,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),11.6
2012,Too expensive,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),6.3
2012,Too expensive,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),11.5
2012,Too expensive,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),18.8
2012,Too expensive,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),21.2
2012,Too expensive,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),13.2
2012,Too expensive,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),10.7
2012,Too expensive,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),8.5
2012,Other reasons,Dentist,Total,Total,Proportion upper bounds (%),4.4
2012,Other reasons,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),6.3
2012,Other reasons,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),5.7
2012,Other reasons,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),6.1
2012,Other reasons,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),5.5
2012,Other reasons,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),3.7
2012,Other reasons,Dentist,Females,Total,Proportion upper bounds (%),4.4
2012,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),5.4
2012,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),7.8
2012,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),5.7
2012,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),5.6
2012,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),5.5
2012,Other reasons,Dentist,Males,Total,Proportion upper bounds (%),5.0
2012,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),9.6
2012,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),5.2
2012,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),8.5
2012,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),7.3
2012,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),3.7
2012,Other reasons,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),3.2
2012,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),3.9
2012,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),4.9
2012,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),4.1
2012,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),3.5
2012,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),4.4
2012,Other reasons,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),3.1
2012,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),4.5
2012,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),5.2
2012,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),4.1
2012,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),3.4
2012,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),5.8
2012,Other reasons,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),4.0
2012,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),5.6
2012,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),6.9
2012,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),5.9
2012,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),5.2
2012,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),5.0
2013,Total,Dentist,Total,Total,Proportion upper bounds (%),8.2
2013,Total,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),15.0
2013,Total,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),11.8
2013,Total,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),7.9
2013,Total,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),8.1
2013,Total,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),5.8
2013,Total,Dentist,Females,Total,Proportion upper bounds (%),8.8
2013,Total,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),16.7
2013,Total,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),13.6
2013,Total,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),9.6
2013,Total,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),8.3
2013,Total,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),5.8
2013,Total,Dentist,Males,Total,Proportion upper bounds (%),8.4
2013,Total,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),16.0
2013,Total,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),12.6
2013,Total,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),8.4
2013,Total,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),10.1
2013,Total,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),7.4
2013,Total,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),14.4
2013,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),22.7
2013,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),20.7
2013,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),16.3
2013,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),13.0
2013,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),9.0
2013,Total,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),14.9
2013,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),21.9
2013,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion upper bounds (%),23.2
2013,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion upper bounds (%),18.4
2013,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),15.4
2013,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion upper bounds (%),7.3
2013,Total,Doctor or medical specialist,Males,Total,Proportion upper bounds (%),14.9
2013,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),27.3
2013,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion upper bounds (%),21.3
2013,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion upper bounds (%),17.1
2013,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),13.3
2013,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion upper bounds (%),12.1
2013,Too expensive,Dentist,Total,Total,Proportion upper bounds (%),3.6
2013,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),8.5
2013,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion upper bounds (%),6.7
2013,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion upper bounds (%),3.8
2013,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),3.0
2013,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion upper bounds (%),1.6
2013,Too expensive,Dentist,Females,Total,Proportion upper bounds (%),4.8
2013,Too expensive,Dentist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),10.9
2013,Too expensive,Dentist,Females,Second quintile 21-40%,Proportion upper bounds (%),9.0
2013,Too expensive,Dentist,Females,Third quintile 41-60%,Proportion upper bounds (%),6.1
2013,Too expensive,Dentist,Females,Fourth quintile 61-80%,Proportion upper bounds (%),3.7
2013,Too expensive,Dentist,Females,Top quintile 81-100%,Proportion upper bounds (%),2.6
2013,Too expensive,Dentist,Males,Total,Proportion upper bounds (%),3.0
2013,Too expensive,Dentist,Males,Bottom quintile 1-20%,Proportion upper bounds (%),8.2
2013,Too expensive,Dentist,Males,Second quintile 21-40%,Proportion upper bounds (%),6.6
2013,Too expensive,Dentist,Males,Third quintile 41-60%,Proportion upper bounds (%),3.1
2013,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion upper bounds (%),4.1
2013,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion upper bounds (%),2.2
2013,Too expensive,Doctor or medical specialist,Total,Total,Proportion upper bounds (%),12.3
2013,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion upper bounds (%),21.1
2013,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion upper bounds (%),18.3
2013,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion upper bounds (%),14.0
2013,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion upper bounds (%),10.7
2013,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion upper bounds (%),6.7
2013,Too expensive,Doctor or medical specialist,Females,Total,Proportion upper bounds (%),13.2
2013,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion upper bounds (%),21.2
