Sex,Age,Smoking habits,Year,percent
Females,60-69,Stopped smoking,2006,0.382
Females,60-69,Smoke less than daily,2006,0.016
Females,60-69,Smoke daily,2006,0.195
Females,70-89,Have never smoked,2006,0.553
Females,70-89,Stopped smoking,2006,0.317
Females,70-89,Smoke less than daily,2006,0.016
Females,70-89,Smoke daily,2006,0.114
Females,18-69,Have never smoked,2006,0.458
Females,18-69,Stopped smoking,2006,0.316
Females,18-69,Smoke less than daily,2006,0.043
Females,18-69,Smoke daily,2006,0.183
Females,18-79,Have never smoked,2006,0.459
Females,18-79,Stopped smoking,2006,0.321
Females,18-79,Smoke less than daily,2006,0.04
Females,18-79,Smoke daily,2006,0.18
Females,18-89,Have never smoked,2006,0.467
Females,18-89,Stopped smoking,2006,0.316
Females,18-89,Smoke less than daily,2006,0.04
Females,18-89,Smoke daily,2006,0.176
Total,18-29,Have never smoked,2007,0.567
Total,18-29,Stopped smoking,2007,0.171
Total,18-29,Smoke less than daily,2007,0.048
Total,18-29,Smoke daily,2007,0.214
Total,30-39,Have never smoked,2007,0.54
Total,30-39,Stopped smoking,2007,0.242
Total,30-39,Smoke less than daily,2007,0.031
Total,30-39,Smoke daily,2007,0.186
Total,40-49,Have never smoked,2007,0.376
Total,40-49,Stopped smoking,2007,0.356
Total,40-49,Smoke less than daily,2007,0.043
Total,40-49,Smoke daily,2007,0.224
Total,50-59,Have never smoked,2007,0.332
Total,50-59,Stopped smoking,2007,0.403
Total,50-59,Smoke less than daily,2007,0.04
Total,50-59,Smoke daily,2007,0.226
Total,60-69,Have never smoked,2007,0.37
Total,60-69,Stopped smoking,2007,0.431
Total,60-69,Smoke less than daily,2007,0.028
Total,60-69,Smoke daily,2007,0.171
Total,70-89,Have never smoked,2007,0.437
Total,70-89,Stopped smoking,2007,0.455
Total,70-89,Smoke less than daily,2007,0.01
Total,70-89,Smoke daily,2007,0.098
Total,18-69,Have never smoked,2007,0.453
Total,18-69,Stopped smoking,2007,0.301
Total,18-69,Smoke less than daily,2007,0.039
Total,18-69,Smoke daily,2007,0.207
Total,18-79,Have never smoked,2007,0.449
Total,18-79,Stopped smoking,2007,0.315
Total,18-79,Smoke less than daily,2007,0.036
Total,18-79,Smoke daily,2007,0.199
Total,18-89,Have never smoked,2007,0.451
Total,18-89,Stopped smoking,2007,0.319
Total,18-89,Smoke less than daily,2007,0.036
Total,18-89,Smoke daily,2007,0.195
Males,18-29,Have never smoked,2007,0.535
Males,18-29,Stopped smoking,2007,0.178
Males,18-29,Smoke less than daily,2007,0.044
Males,18-29,Smoke daily,2007,0.243
Males,30-39,Have never smoked,2007,0.532
Males,30-39,Stopped smoking,2007,0.237
Males,30-39,Smoke less than daily,2007,0.037
Males,30-39,Smoke daily,2007,0.193
Males,40-49,Have never smoked,2007,0.398
Males,40-49,Stopped smoking,2007,0.326
Males,40-49,Smoke less than daily,2007,0.036
Males,40-49,Smoke daily,2007,0.24
Males,50-59,Have never smoked,2007,0.332
Males,50-59,Stopped smoking,2007,0.399
Males,50-59,Smoke less than daily,2007,0.031
Males,50-59,Smoke daily,2007,0.238
Males,60-69,Have never smoked,2007,0.342
Males,60-69,Stopped smoking,2007,0.456
Males,60-69,Smoke less than daily,2007,0.025
Males,60-69,Smoke daily,2007,0.177
Males,70-89,Have never smoked,2007,0.298
Males,70-89,Stopped smoking,2007,0.59
Males,70-89,Smoke less than daily,2007,0.011
Males,70-89,Smoke daily,2007,0.101
Males,18-69,Have never smoked,2007,0.443
Males,18-69,Stopped smoking,2007,0.297
Males,18-69,Smoke less than daily,2007,0.036
Males,18-69,Smoke daily,2007,0.223
Males,18-79,Have never smoked,2007,0.432
Males,18-79,Stopped smoking,2007,0.322
Males,18-79,Smoke less than daily,2007,0.034
Males,18-79,Smoke daily,2007,0.213
Males,18-89,Have never smoked,2007,0.427
Males,18-89,Stopped smoking,2007,0.329
Males,18-89,Smoke less than daily,2007,0.034
Males,18-89,Smoke daily,2007,0.21
Females,18-29,Have never smoked,2007,0.602
Females,18-29,Stopped smoking,2007,0.163
Females,18-29,Smoke less than daily,2007,0.051
Females,18-29,Smoke daily,2007,0.184
Females,30-39,Have never smoked,2007,0.548
Females,30-39,Stopped smoking,2007,0.247
Females,30-39,Smoke less than daily,2007,0.026
Females,30-39,Smoke daily,2007,0.179
Females,40-49,Have never smoked,2007,0.354
Females,40-49,Stopped smoking,2007,0.387
Females,40-49,Smoke less than daily,2007,0.05
Females,40-49,Smoke daily,2007,0.209
Females,50-59,Have never smoked,2007,0.332
Females,50-59,Stopped smoking,2007,0.407
Females,50-59,Smoke less than daily,2007,0.049
Females,50-59,Smoke daily,2007,0.213
Females,60-69,Have never smoked,2007,0.396
Females,60-69,Stopped smoking,2007,0.408
Females,60-69,Smoke less than daily,2007,0.03
Females,60-69,Smoke daily,2007,0.166
Females,70-89,Have never smoked,2007,0.555
Females,70-89,Stopped smoking,2007,0.34
Females,70-89,Smoke less than daily,2007,0.01
Females,70-89,Smoke daily,2007,0.096
Females,18-69,Have never smoked,2007,0.462
Females,18-69,Stopped smoking,2007,0.305
Females,18-69,Smoke less than daily,2007,0.042
Females,18-69,Smoke daily,2007,0.191
Females,18-79,Have never smoked,2007,0.467
Females,18-79,Stopped smoking,2007,0.309
Females,18-79,Smoke less than daily,2007,0.039
Females,18-79,Smoke daily,2007,0.186
Females,18-89,Have never smoked,2007,0.474
Females,18-89,Stopped smoking,2007,0.309
Females,18-89,Smoke less than daily,2007,0.038
Females,18-89,Smoke daily,2007,0.179
Total,18-29,Have never smoked,2008,0.541
Total,18-29,Stopped smoking,2008,0.222
Total,18-29,Smoke less than daily,2008,0.044
Total,18-29,Smoke daily,2008,0.194
Total,30-39,Have never smoked,2008,0.542
Total,30-39,Stopped smoking,2008,0.255
Total,30-39,Smoke less than daily,2008,0.033
Total,30-39,Smoke daily,2008,0.169
Total,40-49,Have never smoked,2008,0.402
Total,40-49,Stopped smoking,2008,0.37
Total,40-49,Smoke less than daily,2008,0.025
Total,40-49,Smoke daily,2008,0.203
Total,50-59,Have never smoked,2008,0.358
Total,50-59,Stopped smoking,2008,0.393
Total,50-59,Smoke less than daily,2008,0.045
Total,50-59,Smoke daily,2008,0.204
Total,60-69,Have never smoked,2008,0.329
Total,60-69,Stopped smoking,2008,0.484
Total,60-69,Smoke less than daily,2008,0.028
Total,60-69,Smoke daily,2008,0.159
Total,70-89,Have never smoked,2008,0.413
Total,70-89,Stopped smoking,2008,0.498
Total,70-89,Smoke less than daily,2008,0.009
Total,70-89,Smoke daily,2008,0.08
Total,18-69,Have never smoked,2008,0.447
Total,18-69,Stopped smoking,2008,0.328
Total,18-69,Smoke less than daily,2008,0.036
Total,18-69,Smoke daily,2008,0.189
Total,18-79,Have never smoked,2008,0.444
Total,18-79,Stopped smoking,2008,0.338
Total,18-79,Smoke less than daily,2008,0.034
Total,18-79,Smoke daily,2008,0.183
Total,18-89,Have never smoked,2008,0.445
Total,18-89,Stopped smoking,2008,0.341
Total,18-89,Smoke less than daily,2008,0.034
Total,18-89,Smoke daily,2008,0.181
Males,18-29,Have never smoked,2008,0.54
Males,18-29,Stopped smoking,2008,0.223
Males,18-29,Smoke less than daily,2008,0.034
Males,18-29,Smoke daily,2008,0.203
Males,30-39,Have never smoked,2008,0.516
Males,30-39,Stopped smoking,2008,0.228
Males,30-39,Smoke less than daily,2008,0.031
Males,30-39,Smoke daily,2008,0.225
Males,40-49,Have never smoked,2008,0.412
Males,40-49,Stopped smoking,2008,0.368
Males,40-49,Smoke less than daily,2008,0.012
Males,40-49,Smoke daily,2008,0.209
Males,50-59,Have never smoked,2008,0.356
Males,50-59,Stopped smoking,2008,0.408
Males,50-59,Smoke less than daily,2008,0.038
Males,50-59,Smoke daily,2008,0.197
Males,60-69,Have never smoked,2008,0.267
Males,60-69,Stopped smoking,2008,0.529
Males,60-69,Smoke less than daily,2008,0.031
Males,60-69,Smoke daily,2008,0.173
Males,70-89,Have never smoked,2008,0.277
Males,70-89,Stopped smoking,2008,0.616
Males,70-89,Smoke less than daily,2008,0.0
Males,70-89,Smoke daily,2008,0.107
Males,18-69,Have never smoked,2008,0.433
Males,18-69,Stopped smoking,2008,0.334
Males,18-69,Smoke less than daily,2008,0.028
Males,18-69,Smoke daily,2008,0.205
Males,18-79,Have never smoked,2008,0.425
Males,18-79,Stopped smoking,2008,0.35
Males,18-79,Smoke less than daily,2008,0.026
Males,18-79,Smoke daily,2008,0.199
Males,18-89,Have never smoked,2008,0.422
Males,18-89,Stopped smoking,2008,0.354
Males,18-89,Smoke less than daily,2008,0.027
Males,18-89,Smoke daily,2008,0.197
Females,18-29,Have never smoked,2008,0.542
Females,18-29,Stopped smoking,2008,0.22
Females,18-29,Smoke less than daily,2008,0.054
Females,18-29,Smoke daily,2008,0.184
Females,30-39,Have never smoked,2008,0.567
Females,30-39,Stopped smoking,2008,0.28
Females,30-39,Smoke less than daily,2008,0.035
Females,30-39,Smoke daily,2008,0.118
Females,40-49,Have never smoked,2008,0.392
Females,40-49,Stopped smoking,2008,0.372
Females,40-49,Smoke less than daily,2008,0.038
Females,40-49,Smoke daily,2008,0.198
Females,50-59,Have never smoked,2008,0.359
Females,50-59,Stopped smoking,2008,0.377
Females,50-59,Smoke less than daily,2008,0.053
Females,50-59,Smoke daily,2008,0.211
Females,60-69,Have never smoked,2008,0.401
Females,60-69,Stopped smoking,2008,0.432
Females,60-69,Smoke less than daily,2008,0.025
Females,60-69,Smoke daily,2008,0.142
Females,70-89,Have never smoked,2008,0.549
Females,70-89,Stopped smoking,2008,0.381
Females,70-89,Smoke less than daily,2008,0.018
Females,70-89,Smoke daily,2008,0.053
Females,18-69,Have never smoked,2008,0.461
Females,18-69,Stopped smoking,2008,0.322
Females,18-69,Smoke less than daily,2008,0.043
Females,18-69,Smoke daily,2008,0.174
Females,18-79,Have never smoked,2008,0.464
Females,18-79,Stopped smoking,2008,0.326
Females,18-79,Smoke less than daily,2008,0.042
Females,18-79,Smoke daily,2008,0.168
Females,18-89,Have never smoked,2008,0.467
Females,18-89,Stopped smoking,2008,0.327
Females,18-89,Smoke less than daily,2008,0.041
Females,18-89,Smoke daily,2008,0.165
Total,18-29,Have never smoked,2009,0.588
Total,18-29,Stopped smoking,2009,0.194
Total,18-29,Smoke less than daily,2009,0.049
Total,18-29,Smoke daily,2009,0.169
Total,30-39,Have never smoked,2009,0.591
Total,30-39,Stopped smoking,2009,0.248
Total,30-39,Smoke less than daily,2009,0.013
Total,30-39,Smoke daily,2009,0.148
Total,40-49,Have never smoked,2009,0.431
Total,40-49,Stopped smoking,2009,0.356
Total,40-49,Smoke less than daily,2009,0.026
Total,40-49,Smoke daily,2009,0.187
Total,50-59,Have never smoked,2009,0.357
Total,50-59,Stopped smoking,2009,0.427
Total,50-59,Smoke less than daily,2009,0.046
Total,50-59,Smoke daily,2009,0.171
Total,60-69,Have never smoked,2009,0.325
Total,60-69,Stopped smoking,2009,0.497
Total,60-69,Smoke less than daily,2009,0.016
Total,60-69,Smoke daily,2009,0.162
Total,70-89,Have never smoked,2009,0.439
Total,70-89,Stopped smoking,2009,0.446
Total,70-89,Smoke less than daily,2009,0.03
Total,70-89,Smoke daily,2009,0.084
Total,18-69,Have never smoked,2009,0.469
Total,18-69,Stopped smoking,2009,0.332
Total,18-69,Smoke less than daily,2009,0.03
Total,18-69,Smoke daily,2009,0.168
Total,18-79,Have never smoked,2009,0.462
Total,18-79,Stopped smoking,2009,0.345
Total,18-79,Smoke less than daily,2009,0.031
Total,18-79,Smoke daily,2009,0.162
Total,18-89,Have never smoked,2009,0.466
Total,18-89,Stopped smoking,2009,0.346
Total,18-89,Smoke less than daily,2009,0.03
Total,18-89,Smoke daily,2009,0.158
Males,18-29,Have never smoked,2009,0.569
Males,18-29,Stopped smoking,2009,0.17
Males,18-29,Smoke less than daily,2009,0.055
Males,18-29,Smoke daily,2009,0.206
Males,30-39,Have never smoked,2009,0.647
Males,30-39,Stopped smoking,2009,0.2
Males,30-39,Smoke less than daily,2009,0.014
Males,30-39,Smoke daily,2009,0.14
Males,40-49,Have never smoked,2009,0.435
Males,40-49,Stopped smoking,2009,0.375
Males,40-49,Smoke less than daily,2009,0.014
Males,40-49,Smoke daily,2009,0.176
Males,50-59,Have never smoked,2009,0.369
Males,50-59,Stopped smoking,2009,0.424
Males,50-59,Smoke less than daily,2009,0.049
Males,50-59,Smoke daily,2009,0.158
Males,60-69,Have never smoked,2009,0.314
Males,60-69,Stopped smoking,2009,0.521
Males,60-69,Smoke less than daily,2009,0.006
Males,60-69,Smoke daily,2009,0.16
Males,70-89,Have never smoked,2009,0.287
Males,70-89,Stopped smoking,2009,0.581
Males,70-89,Smoke less than daily,2009,0.044
Males,70-89,Smoke daily,2009,0.088
Males,18-69,Have never smoked,2009,0.475
Males,18-69,Stopped smoking,2009,0.328
Males,18-69,Smoke less than daily,2009,0.028
Males,18-69,Smoke daily,2009,0.168
Males,18-79,Have never smoked,2009,0.458
Males,18-79,Stopped smoking,2009,0.35
Males,18-79,Smoke less than daily,2009,0.03
Males,18-79,Smoke daily,2009,0.162
Males,18-89,Have never smoked,2009,0.453
Males,18-89,Stopped smoking,2009,0.358
Males,18-89,Smoke less than daily,2009,0.03
Males,18-89,Smoke daily,2009,0.159
Females,18-29,Have never smoked,2009,0.606
Females,18-29,Stopped smoking,2009,0.216
Females,18-29,Smoke less than daily,2009,0.043
Females,18-29,Smoke daily,2009,0.134
Females,30-39,Have never smoked,2009,0.545
Females,30-39,Stopped smoking,2009,0.288
Females,30-39,Smoke less than daily,2009,0.012
Females,30-39,Smoke daily,2009,0.156
Females,40-49,Have never smoked,2009,0.428
Females,40-49,Stopped smoking,2009,0.341
Females,40-49,Smoke less than daily,2009,0.036
Females,40-49,Smoke daily,2009,0.196
Females,50-59,Have never smoked,2009,0.344
Females,50-59,Stopped smoking,2009,0.429
Females,50-59,Smoke less than daily,2009,0.042
Females,50-59,Smoke daily,2009,0.184
Females,60-69,Have never smoked,2009,0.338
Females,60-69,Stopped smoking,2009,0.469
Females,60-69,Smoke less than daily,2009,0.028
Females,60-69,Smoke daily,2009,0.166
Females,70-89,Have never smoked,2009,0.569
Females,70-89,Stopped smoking,2009,0.331
Females,70-89,Smoke less than daily,2009,0.019
Females,70-89,Smoke daily,2009,0.081
Females,18-69,Have never smoked,2009,0.464
Females,18-69,Stopped smoking,2009,0.336
Females,18-69,Smoke less than daily,2009,0.032
Females,18-69,Smoke daily,2009,0.168
Females,18-79,Have never smoked,2009,0.466
Females,18-79,Stopped smoking,2009,0.34
Females,18-79,Smoke less than daily,2009,0.032
Females,18-79,Smoke daily,2009,0.162
Females,18-89,Have never smoked,2009,0.477
Females,18-89,Stopped smoking,2009,0.336
Females,18-89,Smoke less than daily,2009,0.03
Females,18-89,Smoke daily,2009,0.157
Total,18-29,Have never smoked,2010,0.622
Total,18-29,Stopped smoking,2010,0.182
Total,18-29,Smoke less than daily,2010,0.063
Total,18-29,Smoke daily,2010,0.134
Total,30-39,Have never smoked,2010,0.594
Total,30-39,Stopped smoking,2010,0.228
Total,30-39,Smoke less than daily,2010,0.047
Total,30-39,Smoke daily,2010,0.131
Total,40-49,Have never smoked,2010,0.427
Total,40-49,Stopped smoking,2010,0.364
Total,40-49,Smoke less than daily,2010,0.04
Total,40-49,Smoke daily,2010,0.17
Total,50-59,Have never smoked,2010,0.345
Total,50-59,Stopped smoking,2010,0.451
Total,50-59,Smoke less than daily,2010,0.021
Total,50-59,Smoke daily,2010,0.182
Total,60-69,Have never smoked,2010,0.292
Total,60-69,Stopped smoking,2010,0.55
Total,60-69,Smoke less than daily,2010,0.019
Total,60-69,Smoke daily,2010,0.139
Total,70-89,Have never smoked,2010,0.459
Total,70-89,Stopped smoking,2010,0.465
Total,70-89,Smoke less than daily,2010,0.006
Total,70-89,Smoke daily,2010,0.071
Total,18-69,Have never smoked,2010,0.476
Total,18-69,Stopped smoking,2010,0.332
Total,18-69,Smoke less than daily,2010,0.041
Total,18-69,Smoke daily,2010,0.151
Total,18-79,Have never smoked,2010,0.474
Total,18-79,Stopped smoking,2010,0.339
Total,18-79,Smoke less than daily,2010,0.039
Total,18-79,Smoke daily,2010,0.148
Total,18-89,Have never smoked,2010,0.476
Total,18-89,Stopped smoking,2010,0.339
Total,18-89,Smoke less than daily,2010,0.039
Total,18-89,Smoke daily,2010,0.146
Males,18-29,Have never smoked,2010,0.625
Males,18-29,Stopped smoking,2010,0.192
Males,18-29,Smoke less than daily,2010,0.046
Males,18-29,Smoke daily,2010,0.138
Males,30-39,Have never smoked,2010,0.601
Males,30-39,Stopped smoking,2010,0.209
Males,30-39,Smoke less than daily,2010,0.057
Males,30-39,Smoke daily,2010,0.132
Males,40-49,Have never smoked,2010,0.446
Males,40-49,Stopped smoking,2010,0.373
Males,40-49,Smoke less than daily,2010,0.031
Males,40-49,Smoke daily,2010,0.15
Males,50-59,Have never smoked,2010,0.308
Males,50-59,Stopped smoking,2010,0.468
Males,50-59,Smoke less than daily,2010,0.023
Males,50-59,Smoke daily,2010,0.202
Males,60-69,Have never smoked,2010,0.281
Males,60-69,Stopped smoking,2010,0.557
Males,60-69,Smoke less than daily,2010,0.026
Males,60-69,Smoke daily,2010,0.135
Males,70-89,Have never smoked,2010,0.325
Males,70-89,Stopped smoking,2010,0.55
Males,70-89,Smoke less than daily,2010,0.0
Males,70-89,Smoke daily,2010,0.125
Males,18-69,Have never smoked,2010,0.474
Males,18-69,Stopped smoking,2010,0.337
Males,18-69,Smoke less than daily,2010,0.037
Males,18-69,Smoke daily,2010,0.151
Males,18-79,Have never smoked,2010,0.468
Males,18-79,Stopped smoking,2010,0.345
Males,18-79,Smoke less than daily,2010,0.036
Males,18-79,Smoke daily,2010,0.151
Males,18-89,Have never smoked,2010,0.467
Males,18-89,Stopped smoking,2010,0.348
Males,18-89,Smoke less than daily,2010,0.036
Males,18-89,Smoke daily,2010,0.149
Females,18-29,Have never smoked,2010,0.619
Females,18-29,Stopped smoking,2010,0.17
Females,18-29,Smoke less than daily,2010,0.08
Females,18-29,Smoke daily,2010,0.13
Females,30-39,Have never smoked,2010,0.587
Females,30-39,Stopped smoking,2010,0.246
Females,30-39,Smoke less than daily,2010,0.038
Females,30-39,Smoke daily,2010,0.129
Females,40-49,Have never smoked,2010,0.407
Females,40-49,Stopped smoking,2010,0.354
Females,40-49,Smoke less than daily,2010,0.049
Females,40-49,Smoke daily,2010,0.189
Females,50-59,Have never smoked,2010,0.378
Females,50-59,Stopped smoking,2010,0.436
Females,50-59,Smoke less than daily,2010,0.02
Females,50-59,Smoke daily,2010,0.166
Females,60-69,Have never smoked,2010,0.304
Females,60-69,Stopped smoking,2010,0.542
Females,60-69,Smoke less than daily,2010,0.012
Females,60-69,Smoke daily,2010,0.143
Females,70-89,Have never smoked,2010,0.578
Females,70-89,Stopped smoking,2010,0.389
Females,70-89,Smoke less than daily,2010,0.011
Females,70-89,Smoke daily,2010,0.022
Females,18-69,Have never smoked,2010,0.478
Females,18-69,Stopped smoking,2010,0.327
Females,18-69,Smoke less than daily,2010,0.044
Females,18-69,Smoke daily,2010,0.151
Females,18-79,Have never smoked,2010,0.48
Females,18-79,Stopped smoking,2010,0.332
Females,18-79,Smoke less than daily,2010,0.042
Females,18-79,Smoke daily,2010,0.145
Females,18-89,Have never smoked,2010,0.485
Females,18-89,Stopped smoking,2010,0.331
Females,18-89,Smoke less than daily,2010,0.041
Females,18-89,Smoke daily,2010,0.143
Total,18-29,Have never smoked,2011,0.657
Total,18-29,Stopped smoking,2011,0.19
Total,18-29,Smoke less than daily,2011,0.061
Total,18-29,Smoke daily,2011,0.092
Total,30-39,Have never smoked,2011,0.556
Total,30-39,Stopped smoking,2011,0.249
Total,30-39,Smoke less than daily,2011,0.035
Total,30-39,Smoke daily,2011,0.16
Total,40-49,Have never smoked,2011,0.42
Total,40-49,Stopped smoking,2011,0.36
Total,40-49,Smoke less than daily,2011,0.05
Total,40-49,Smoke daily,2011,0.17
Total,50-59,Have never smoked,2011,0.32
Total,50-59,Stopped smoking,2011,0.464
Total,50-59,Smoke less than daily,2011,0.041
Total,50-59,Smoke daily,2011,0.176
Total,60-69,Have never smoked,2011,0.33
Total,60-69,Stopped smoking,2011,0.505
Total,60-69,Smoke less than daily,2011,0.036
Total,60-69,Smoke daily,2011,0.129
Total,70-89,Have never smoked,2011,0.408
Total,70-89,Stopped smoking,2011,0.414
Total,70-89,Smoke less than daily,2011,0.036
Total,70-89,Smoke daily,2011,0.142
Total,18-69,Have never smoked,2011,0.471
Total,18-69,Stopped smoking,2011,0.339
Total,18-69,Smoke less than daily,2011,0.045
Total,18-69,Smoke daily,2011,0.145
Total,18-79,Have never smoked,2011,0.467
Total,18-79,Stopped smoking,2011,0.342
Total,18-79,Smoke less than daily,2011,0.045
Total,18-79,Smoke daily,2011,0.146
Total,18-89,Have never smoked,2011,0.467
Total,18-89,Stopped smoking,2011,0.343
Total,18-89,Smoke less than daily,2011,0.045
Total,18-89,Smoke daily,2011,0.145
Males,18-29,Have never smoked,2011,0.659
Males,18-29,Stopped smoking,2011,0.171
Males,18-29,Smoke less than daily,2011,0.085
Males,18-29,Smoke daily,2011,0.085
Males,30-39,Have never smoked,2011,0.573
Males,30-39,Stopped smoking,2011,0.229
Males,30-39,Smoke less than daily,2011,0.035
Males,30-39,Smoke daily,2011,0.162
Males,40-49,Have never smoked,2011,0.428
Males,40-49,Stopped smoking,2011,0.345
Males,40-49,Smoke less than daily,2011,0.049
Males,40-49,Smoke daily,2011,0.178
Males,50-59,Have never smoked,2011,0.312
Males,50-59,Stopped smoking,2011,0.475
Males,50-59,Smoke less than daily,2011,0.037
Males,50-59,Smoke daily,2011,0.176
Males,60-69,Have never smoked,2011,0.282
Males,60-69,Stopped smoking,2011,0.579
Males,60-69,Smoke less than daily,2011,0.025
Males,60-69,Smoke daily,2011,0.114
Males,70-89,Have never smoked,2011,0.333
Males,70-89,Stopped smoking,2011,0.494
Males,70-89,Smoke less than daily,2011,0.023
Males,70-89,Smoke daily,2011,0.149
Males,18-69,Have never smoked,2011,0.469
Males,18-69,Stopped smoking,2011,0.34
Males,18-69,Smoke less than daily,2011,0.048
Males,18-69,Smoke daily,2011,0.144
Males,18-79,Have never smoked,2011,0.462
Males,18-79,Stopped smoking,2011,0.345
Males,18-79,Smoke less than daily,2011,0.048
Males,18-79,Smoke daily,2011,0.145
Males,18-89,Have never smoked,2011,0.46
Males,18-89,Stopped smoking,2011,0.348
Males,18-89,Smoke less than daily,2011,0.047
Males,18-89,Smoke daily,2011,0.144
Females,18-29,Have never smoked,2011,0.655
Females,18-29,Stopped smoking,2011,0.209
Females,18-29,Smoke less than daily,2011,0.037
Females,18-29,Smoke daily,2011,0.098
Females,30-39,Have never smoked,2011,0.538
Females,30-39,Stopped smoking,2011,0.269
Females,30-39,Smoke less than daily,2011,0.035
Females,30-39,Smoke daily,2011,0.157
Females,40-49,Have never smoked,2011,0.412
Females,40-49,Stopped smoking,2011,0.375
Females,40-49,Smoke less than daily,2011,0.052
Females,40-49,Smoke daily,2011,0.162
Females,50-59,Have never smoked,2011,0.328
Females,50-59,Stopped smoking,2011,0.453
Females,50-59,Smoke less than daily,2011,0.044
Females,50-59,Smoke daily,2011,0.176
Females,60-69,Have never smoked,2011,0.376
Females,60-69,Stopped smoking,2011,0.433
Females,60-69,Smoke less than daily,2011,0.048
Females,60-69,Smoke daily,2011,0.143
Females,70-89,Have never smoked,2011,0.488
Females,70-89,Stopped smoking,2011,0.329
Females,70-89,Smoke less than daily,2011,0.049
Females,70-89,Smoke daily,2011,0.134
Females,18-69,Have never smoked,2011,0.472
Females,18-69,Stopped smoking,2011,0.338
Females,18-69,Smoke less than daily,2011,0.043
Females,18-69,Smoke daily,2011,0.147
Females,18-79,Have never smoked,2011,0.472
Females,18-79,Stopped smoking,2011,0.338
Females,18-79,Smoke less than daily,2011,0.042
Females,18-79,Smoke daily,2011,0.147
Females,18-89,Have never smoked,2011,0.473
Females,18-89,Stopped smoking,2011,0.338
Females,18-89,Smoke less than daily,2011,0.043
Females,18-89,Smoke daily,2011,0.146
Total,18-29,Have never smoked,2012,0.638
Total,18-29,Stopped smoking,2012,0.14
Total,18-29,Smoke less than daily,2012,0.048
Total,18-29,Smoke daily,2012,0.173
Total,30-39,Have never smoked,2012,0.575
Total,30-39,Stopped smoking,2012,0.278
Total,30-39,Smoke less than daily,2012,0.027
Total,30-39,Smoke daily,2012,0.12
Total,40-49,Have never smoked,2012,0.47
Total,40-49,Stopped smoking,2012,0.333
Total,40-49,Smoke less than daily,2012,0.033
Total,40-49,Smoke daily,2012,0.163
Total,50-59,Have never smoked,2012,0.395
Total,50-59,Stopped smoking,2012,0.44
Total,50-59,Smoke less than daily,2012,0.027
Total,50-59,Smoke daily,2012,0.139
Total,60-69,Have never smoked,2012,0.401
Total,60-69,Stopped smoking,2012,0.456
Total,60-69,Smoke less than daily,2012,0.033
Total,60-69,Smoke daily,2012,0.11
Total,70-89,Have never smoked,2012,0.359
Total,70-89,Stopped smoking,2012,0.515
Total,70-89,Smoke less than daily,2012,0.015
Total,70-89,Smoke daily,2012,0.111
Total,18-69,Have never smoked,2012,0.506
Total,18-69,Stopped smoking,2012,0.316
Total,18-69,Smoke less than daily,2012,0.034
Total,18-69,Smoke daily,2012,0.144
Total,18-79,Have never smoked,2012,0.495
Total,18-79,Stopped smoking,2012,0.329
Total,18-79,Smoke less than daily,2012,0.033
Total,18-79,Smoke daily,2012,0.142
Total,18-89,Have never smoked,2012,0.495
Total,18-89,Stopped smoking,2012,0.331
Total,18-89,Smoke less than daily,2012,0.033
Total,18-89,Smoke daily,2012,0.141
Males,18-29,Have never smoked,2012,0.623
Males,18-29,Stopped smoking,2012,0.135
Males,18-29,Smoke less than daily,2012,0.028
Males,18-29,Smoke daily,2012,0.215
Males,30-39,Have never smoked,2012,0.591
Males,30-39,Stopped smoking,2012,0.246
Males,30-39,Smoke less than daily,2012,0.03
Males,30-39,Smoke daily,2012,0.134
Males,40-49,Have never smoked,2012,0.462
Males,40-49,Stopped smoking,2012,0.338
Males,40-49,Smoke less than daily,2012,0.03
Males,40-49,Smoke daily,2012,0.171
Males,50-59,Have never smoked,2012,0.379
Males,50-59,Stopped smoking,2012,0.449
Males,50-59,Smoke less than daily,2012,0.025
Males,50-59,Smoke daily,2012,0.148
Males,60-69,Have never smoked,2012,0.378
Males,60-69,Stopped smoking,2012,0.511
Males,60-69,Smoke less than daily,2012,0.017
Males,60-69,Smoke daily,2012,0.094
Males,70-89,Have never smoked,2012,0.344
Males,70-89,Stopped smoking,2012,0.516
Males,70-89,Smoke less than daily,2012,0.032
Males,70-89,Smoke daily,2012,0.108
Males,18-69,Have never smoked,2012,0.496
Males,18-69,Stopped smoking,2012,0.319
Males,18-69,Smoke less than daily,2012,0.026
Males,18-69,Smoke daily,2012,0.159
Males,18-79,Have never smoked,2012,0.485
Males,18-79,Stopped smoking,2012,0.331
Males,18-79,Smoke less than daily,2012,0.027
Males,18-79,Smoke daily,2012,0.157
Males,18-89,Have never smoked,2012,0.485
Males,18-89,Stopped smoking,2012,0.334
Males,18-89,Smoke less than daily,2012,0.027
Males,18-89,Smoke daily,2012,0.154
Females,18-29,Have never smoked,2012,0.654
Females,18-29,Stopped smoking,2012,0.145
Females,18-29,Smoke less than daily,2012,0.069
Females,18-29,Smoke daily,2012,0.131
Females,30-39,Have never smoked,2012,0.56
Females,30-39,Stopped smoking,2012,0.309
Females,30-39,Smoke less than daily,2012,0.025
Females,30-39,Smoke daily,2012,0.107
Females,40-49,Have never smoked,2012,0.479
Females,40-49,Stopped smoking,2012,0.329
Females,40-49,Smoke less than daily,2012,0.037
