"Year","Reason","Health services","Sex","Income quintiles","Proportion of individuals (%)","Proportion lower bounds (%)","Proportion upper bounds (%)"
"2016","Total","Dentist","Males","Second quintile 21-40%",7.5,4.8,11.5
"2016","Total","Dentist","Males","Third quintile 41-60%",6.7,4.2,10.4
"2016","Total","Dentist","Males","Fourth quintile 61-80%",4.6,2.6,7.8
"2016","Total","Dentist","Males","Top quintile 81-100%",6.5,4.1,10.1
"2016","Total","Doctor or medical specialist","Total","Total",11.5,10.3,12.7
"2016","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",18.3,15.1,22.0
"2016","Total","Doctor or medical specialist","Total","Second quintile 21-40%",13.8,11.1,17.1
"2016","Total","Doctor or medical specialist","Total","Third quintile 41-60%",10.7,8.3,13.6
"2016","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",9.6,7.4,12.4
"2016","Total","Doctor or medical specialist","Total","Top quintile 81-100%",5.6,4.0,7.8
"2016","Total","Doctor or medical specialist","Females","Total",11.9,10.3,13.7
"2016","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",19.1,15.0,24.1
"2016","Total","Doctor or medical specialist","Females","Second quintile 21-40%",14.6,10.9,19.3
"2016","Total","Doctor or medical specialist","Females","Third quintile 41-60%",12.5,8.9,17.2
"2016","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",6.9,4.4,10.6
"2016","Total","Doctor or medical specialist","Females","Top quintile 81-100%",6.0,3.8,9.4
"2016","Total","Doctor or medical specialist","Males","Total",11.0,9.5,12.9
"2016","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",17.3,12.7,23.1
"2016","Total","Doctor or medical specialist","Males","Second quintile 21-40%",12.9,9.2,17.8
"2016","Total","Doctor or medical specialist","Males","Third quintile 41-60%",9.0,6.1,12.9
"2016","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",11.9,8.7,16.2
"2016","Total","Doctor or medical specialist","Males","Top quintile 81-100%",5.3,3.2,8.6
"2016","Too expensive","Dentist","Total","Total",2.1,1.6,2.7
"2016","Too expensive","Dentist","Total","Bottom quintile 1-20%",3.6,2.3,5.6
"2016","Too expensive","Dentist","Total","Second quintile 21-40%",4.6,3.1,6.7
"2016","Too expensive","Dentist","Total","Third quintile 41-60%",1.1,0.5,2.5
"2016","Too expensive","Dentist","Total","Fourth quintile 61-80%",0.9,0.4,2.1
"2016","Too expensive","Dentist","Total","Top quintile 81-100%",0.8,0.3,2.0
"2016","Too expensive","Dentist","Females","Total",3.0,2.2,4.0
"2016","Too expensive","Dentist","Females","Bottom quintile 1-20%",5.0,3.0,8.3
"2016","Too expensive","Dentist","Females","Second quintile 21-40%",7.0,4.5,10.7
"2016","Too expensive","Dentist","Females","Third quintile 41-60%",1.4,0.5,3.7
"2016","Too expensive","Dentist","Females","Fourth quintile 61-80%",1.0,0.3,3.1
"2016","Too expensive","Dentist","Females","Top quintile 81-100%",0.2,0.0,1.7
"2016","Too expensive","Dentist","Males","Total",1.3,0.8,2.1
"2016","Too expensive","Dentist","Males","Bottom quintile 1-20%",1.7,0.6,4.6
"2016","Too expensive","Dentist","Males","Second quintile 21-40%",1.9,0.8,4.6
"2016","Too expensive","Dentist","Males","Third quintile 41-60%",0.9,0.2,3.5
"2016","Too expensive","Dentist","Males","Fourth quintile 61-80%",0.8,0.2,3.1
"2016","Too expensive","Dentist","Males","Top quintile 81-100%",1.4,0.5,3.7
"2016","Too expensive","Doctor or medical specialist","Total","Total",8.0,7.0,9.1
"2016","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",14.6,11.7,18.0
"2016","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",11.0,8.6,14.0
"2016","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",7.4,5.5,10.0
"2016","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",4.4,3.0,6.5
"2016","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",3.1,2.0,5.0
"2016","Too expensive","Doctor or medical specialist","Females","Total",9.1,7.7,10.8
"2016","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",15.5,11.8,20.2
"2016","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",12.7,9.2,17.2
"2016","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",10.7,7.4,15.1
"2016","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",4.0,2.2,7.2
"2016","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",2.7,1.3,5.4
"2016","Too expensive","Doctor or medical specialist","Males","Total",6.8,5.6,8.3
"2016","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",13.4,9.4,18.7
"2016","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",9.3,6.2,13.7
"2016","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",4.4,2.6,7.6
"2016","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.8,2.9,7.9
"2016","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",3.6,1.9,6.5
"2016","Other reasons","Dentist","Total","Total",5.4,4.6,6.4
"2016","Other reasons","Dentist","Total","Bottom quintile 1-20%",7.5,5.4,10.1
"2016","Other reasons","Dentist","Total","Second quintile 21-40%",5.4,3.8,7.6
"2016","Other reasons","Dentist","Total","Third quintile 41-60%",5.7,4.0,8.0
"2016","Other reasons","Dentist","Total","Fourth quintile 61-80%",3.4,2.1,5.3
"2016","Other reasons","Dentist","Total","Top quintile 81-100%",5.5,3.9,7.8
"2016","Other reasons","Dentist","Females","Total",5.6,4.5,7.0
"2016","Other reasons","Dentist","Females","Bottom quintile 1-20%",7.8,5.3,11.5
"2016","Other reasons","Dentist","Females","Second quintile 21-40%",5.2,3.2,8.4
"2016","Other reasons","Dentist","Females","Third quintile 41-60%",6.0,3.6,9.6
"2016","Other reasons","Dentist","Females","Fourth quintile 61-80%",2.8,1.4,5.7
"2016","Other reasons","Dentist","Females","Top quintile 81-100%",5.9,3.7,9.4
"2016","Other reasons","Dentist","Males","Total",5.3,4.1,6.6
"2016","Other reasons","Dentist","Males","Bottom quintile 1-20%",7.0,4.1,11.5
"2016","Other reasons","Dentist","Males","Second quintile 21-40%",5.5,3.3,9.2
"2016","Other reasons","Dentist","Males","Third quintile 41-60%",5.4,3.2,8.8
"2016","Other reasons","Dentist","Males","Fourth quintile 61-80%",3.8,2.1,6.8
"2016","Other reasons","Dentist","Males","Top quintile 81-100%",5.1,3.0,8.5
"2016","Other reasons","Doctor or medical specialist","Total","Total",3.4,2.8,4.2
"2016","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",3.5,2.2,5.6
"2016","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",2.8,1.7,4.6
"2016","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",3.0,1.9,4.8
"2016","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",5.2,3.6,7.4
"2016","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",2.5,1.5,4.1
"2016","Other reasons","Doctor or medical specialist","Females","Total",2.7,2.0,3.7
"2016","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",3.6,2.0,6.4
"2016","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",1.9,0.9,4.3
"2016","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",1.8,0.7,4.5
"2016","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",2.9,1.4,5.7
"2016","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",3.3,1.7,6.0
"2016","Other reasons","Doctor or medical specialist","Males","Total",4.1,3.1,5.3
"2016","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",3.4,1.6,7.1
"2016","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",3.6,1.9,6.9
"2016","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",4.1,2.3,7.2
"2016","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",7.1,4.7,10.8
"2016","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",1.7,0.7,4.2
"2017","Total","Dentist","Total","Total",8.3,7.3,9.4
"2017","Total","Dentist","Total","Bottom quintile 1-20%",15.4,12.6,18.6
"2017","Total","Dentist","Total","Second quintile 21-40%",7.8,5.8,10.4
"2017","Total","Dentist","Total","Third quintile 41-60%",6.9,5.1,9.4
"2017","Total","Dentist","Total","Fourth quintile 61-80%",6.6,4.8,8.9
"2017","Total","Dentist","Total","Top quintile 81-100%",5.0,3.5,7.1
"2017","Total","Dentist","Females","Total",9.7,8.3,11.4
"2017","Total","Dentist","Females","Bottom quintile 1-20%",15.9,12.2,20.5
"2017","Total","Dentist","Females","Second quintile 21-40%",10.3,7.3,14.5
"2017","Total","Dentist","Females","Third quintile 41-60%",7.3,4.7,11.3
"2017","Total","Dentist","Females","Fourth quintile 61-80%",7.1,4.7,10.7
"2017","Total","Dentist","Females","Top quintile 81-100%",7.0,4.5,10.7
"2017","Total","Dentist","Males","Total",6.9,5.7,8.4
"2017","Total","Dentist","Males","Bottom quintile 1-20%",14.7,10.8,19.7
"2017","Total","Dentist","Males","Second quintile 21-40%",5.2,3.0,8.7
"2017","Total","Dentist","Males","Third quintile 41-60%",6.6,4.3,10.0
"2017","Total","Dentist","Males","Fourth quintile 61-80%",6.0,3.7,9.4
"2017","Total","Dentist","Males","Top quintile 81-100%",3.2,1.7,5.9
"2017","Total","Doctor or medical specialist","Total","Total",11.1,10.0,12.3
"2017","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",19.5,16.4,23.1
"2017","Total","Doctor or medical specialist","Total","Second quintile 21-40%",10.8,8.5,13.8
"2017","Total","Doctor or medical specialist","Total","Third quintile 41-60%",11.2,8.8,14.2
"2017","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",8.4,6.3,11.1
"2017","Total","Doctor or medical specialist","Total","Top quintile 81-100%",5.7,4.1,8.0
"2017","Total","Doctor or medical specialist","Females","Total",12.2,10.5,14.0
"2017","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",23.8,19.3,28.9
"2017","Total","Doctor or medical specialist","Females","Second quintile 21-40%",11.3,8.1,15.7
"2017","Total","Doctor or medical specialist","Females","Third quintile 41-60%",11.0,7.7,15.5
"2017","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",7.7,5.0,11.5
"2017","Total","Doctor or medical specialist","Females","Top quintile 81-100%",5.5,3.4,8.9
"2017","Total","Doctor or medical specialist","Males","Total",10.0,8.5,11.8
"2017","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",14.3,10.4,19.2
"2017","Total","Doctor or medical specialist","Males","Second quintile 21-40%",10.3,7.2,14.7
"2017","Total","Doctor or medical specialist","Males","Third quintile 41-60%",11.4,8.2,15.6
"2017","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",9.1,6.1,13.3
"2017","Total","Doctor or medical specialist","Males","Top quintile 81-100%",6.0,3.7,9.4
"2017","Too expensive","Dentist","Total","Total",2.3,1.8,2.9
"2017","Too expensive","Dentist","Total","Bottom quintile 1-20%",6.0,4.3,8.3
"2017","Too expensive","Dentist","Total","Second quintile 21-40%",3.2,2.0,5.0
"2017","Too expensive","Dentist","Total","Third quintile 41-60%",0.9,0.4,2.2
"2017","Too expensive","Dentist","Total","Fourth quintile 61-80%",0.6,0.2,1.8
"2017","Too expensive","Dentist","Total","Top quintile 81-100%",0.9,0.4,2.2
"2017","Too expensive","Dentist","Females","Total",3.2,2.4,4.3
"2017","Too expensive","Dentist","Females","Bottom quintile 1-20%",6.5,4.2,9.9
"2017","Too expensive","Dentist","Females","Second quintile 21-40%",4.8,2.8,8.1
"2017","Too expensive","Dentist","Females","Third quintile 41-60%",1.7,0.6,4.4
"2017","Too expensive","Dentist","Females","Fourth quintile 61-80%",0.8,0.2,3.2
"2017","Too expensive","Dentist","Females","Top quintile 81-100%",1.9,0.8,4.6
"2017","Too expensive","Dentist","Males","Total",1.4,0.9,2.1
"2017","Too expensive","Dentist","Males","Bottom quintile 1-20%",5.4,3.2,9.0
"2017","Too expensive","Dentist","Males","Second quintile 21-40%",1.5,0.5,4.0
"2017","Too expensive","Dentist","Males","Third quintile 41-60%",0.3,0.0,2.1
"2017","Too expensive","Dentist","Males","Fourth quintile 61-80%",0.4,0.1,2.7
"2017","Too expensive","Dentist","Males","Top quintile 81-100%",0.0,0.0,0.0
"2017","Too expensive","Doctor or medical specialist","Total","Total",7.3,6.4,8.4
"2017","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",15.3,12.5,18.6
"2017","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",7.8,5.8,10.4
"2017","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",7.1,5.2,9.6
"2017","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",4.2,2.8,6.2
"2017","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",2.5,1.5,4.2
"2017","Too expensive","Doctor or medical specialist","Females","Total",9.2,7.7,10.8
"2017","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",20.2,16.0,25.1
"2017","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",8.7,5.9,12.7
"2017","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",8.0,5.2,12.1
"2017","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",4.3,2.5,7.4
"2017","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",3.1,1.6,5.9
"2017","Too expensive","Doctor or medical specialist","Males","Total",5.5,4.4,6.9
"2017","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",9.2,6.2,13.6
"2017","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",6.9,4.4,10.7
"2017","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",6.4,4.1,9.9
"2017","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.1,2.3,7.3
"2017","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",1.9,0.8,4.6
"2017","Other reasons","Dentist","Total","Total",5.9,5.1,6.8
"2017","Other reasons","Dentist","Total","Bottom quintile 1-20%",8.9,6.8,11.5
"2017","Other reasons","Dentist","Total","Second quintile 21-40%",4.6,3.1,6.7
"2017","Other reasons","Dentist","Total","Third quintile 41-60%",6.0,4.3,8.3
"2017","Other reasons","Dentist","Total","Fourth quintile 61-80%",6.0,4.3,8.2
"2017","Other reasons","Dentist","Total","Top quintile 81-100%",4.1,2.7,6.0
"2017","Other reasons","Dentist","Females","Total",6.4,5.2,7.7
"2017","Other reasons","Dentist","Females","Bottom quintile 1-20%",8.8,6.1,12.6
"2017","Other reasons","Dentist","Females","Second quintile 21-40%",5.5,3.4,8.9
"2017","Other reasons","Dentist","Females","Third quintile 41-60%",5.6,3.4,9.3
"2017","Other reasons","Dentist","Females","Fourth quintile 61-80%",6.3,4.1,9.7
"2017","Other reasons","Dentist","Females","Top quintile 81-100%",5.1,3.0,8.3
"2017","Other reasons","Dentist","Males","Total",5.5,4.4,6.8
"2017","Other reasons","Dentist","Males","Bottom quintile 1-20%",9.0,6.0,13.2
"2017","Other reasons","Dentist","Males","Second quintile 21-40%",3.7,2.0,6.9
"2017","Other reasons","Dentist","Males","Third quintile 41-60%",6.3,4.1,9.6
"2017","Other reasons","Dentist","Males","Fourth quintile 61-80%",5.6,3.5,9.0
"2017","Other reasons","Dentist","Males","Top quintile 81-100%",3.2,1.7,5.9
"2017","Other reasons","Doctor or medical specialist","Total","Total",3.7,3.1,4.5
"2017","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",4.1,2.8,6.1
"2017","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",3.0,1.8,4.9
"2017","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",4.0,2.6,6.0
"2017","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",4.2,2.7,6.3
"2017","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",3.3,2.1,5.1
"2017","Other reasons","Doctor or medical specialist","Females","Total",3.0,2.2,4.0
"2017","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",3.4,1.8,6.1
"2017","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",2.6,1.2,5.4
"2017","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",3.0,1.5,6.0
"2017","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",3.4,1.7,6.4
"2017","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",2.4,1.1,5.0
"2017","Other reasons","Doctor or medical specialist","Males","Total",4.4,3.5,5.7
"2017","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",5.0,2.9,8.5
"2017","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",3.4,1.8,6.6
"2017","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",4.7,2.8,7.8
"2017","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",5.0,2.9,8.5
"2017","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",4.0,2.3,7.0
"2018","Total","Dentist","Total","Total",7.5,6.6,8.6
"2018","Total","Dentist","Total","Bottom quintile 1-20%",11.2,8.8,14.3
"2018","Total","Dentist","Total","Second quintile 21-40%",9.8,7.6,12.5
"2018","Total","Dentist","Total","Third quintile 41-60%",6.5,4.6,9.0
"2018","Total","Dentist","Total","Fourth quintile 61-80%",6.4,4.6,8.8
"2018","Total","Dentist","Total","Top quintile 81-100%",3.9,2.6,5.8
"2018","Total","Dentist","Females","Total",9.1,7.7,10.8
"2018","Total","Dentist","Females","Bottom quintile 1-20%",13.2,9.7,17.7
"2018","Total","Dentist","Females","Second quintile 21-40%",10.7,7.6,14.7
"2018","Total","Dentist","Females","Third quintile 41-60%",9.0,6.0,13.3
"2018","Total","Dentist","Females","Fourth quintile 61-80%",6.6,4.1,10.2
"2018","Total","Dentist","Females","Top quintile 81-100%",5.9,3.6,9.4
"2018","Total","Dentist","Males","Total",5.9,4.8,7.3
"2018","Total","Dentist","Males","Bottom quintile 1-20%",9.0,5.9,13.3
"2018","Total","Dentist","Males","Second quintile 21-40%",8.9,6.0,13.0
"2018","Total","Dentist","Males","Third quintile 41-60%",4.2,2.3,7.5
"2018","Total","Dentist","Males","Fourth quintile 61-80%",6.2,3.9,9.8
"2018","Total","Dentist","Males","Top quintile 81-100%",2.2,1.1,4.6
"2018","Total","Doctor or medical specialist","Total","Total",11.5,10.4,12.8
"2018","Total","Doctor or medical specialist","Total","Bottom quintile 1-20%",20.1,16.9,23.8
"2018","Total","Doctor or medical specialist","Total","Second quintile 21-40%",14.8,12.1,18.0
"2018","Total","Doctor or medical specialist","Total","Third quintile 41-60%",9.7,7.5,12.5
"2018","Total","Doctor or medical specialist","Total","Fourth quintile 61-80%",7.4,5.5,10.0
"2018","Total","Doctor or medical specialist","Total","Top quintile 81-100%",6.0,4.3,8.3
"2018","Total","Doctor or medical specialist","Females","Total",11.9,10.2,13.7
"2018","Total","Doctor or medical specialist","Females","Bottom quintile 1-20%",19.1,14.9,24.1
"2018","Total","Doctor or medical specialist","Females","Second quintile 21-40%",16.9,13.0,21.7
"2018","Total","Doctor or medical specialist","Females","Third quintile 41-60%",10.9,7.7,15.2
"2018","Total","Doctor or medical specialist","Females","Fourth quintile 61-80%",5.6,3.3,9.2
"2018","Total","Doctor or medical specialist","Females","Top quintile 81-100%",6.0,3.7,9.4
"2018","Total","Doctor or medical specialist","Males","Total",11.2,9.6,13.0
"2018","Total","Doctor or medical specialist","Males","Bottom quintile 1-20%",21.4,16.5,27.1
"2018","Total","Doctor or medical specialist","Males","Second quintile 21-40%",12.7,9.1,17.3
"2018","Total","Doctor or medical specialist","Males","Third quintile 41-60%",8.7,5.9,12.7
"2018","Total","Doctor or medical specialist","Males","Fourth quintile 61-80%",9.2,6.3,13.3
"2018","Total","Doctor or medical specialist","Males","Top quintile 81-100%",6.0,3.8,9.5
"2018","Too expensive","Dentist","Total","Total",2.5,2.0,3.2
"2018","Too expensive","Dentist","Total","Bottom quintile 1-20%",5.4,3.8,7.7
"2018","Too expensive","Dentist","Total","Second quintile 21-40%",3.0,1.9,4.8
"2018","Too expensive","Dentist","Total","Third quintile 41-60%",2.2,1.2,4.0
"2018","Too expensive","Dentist","Total","Fourth quintile 61-80%",1.0,0.4,2.5
"2018","Too expensive","Dentist","Total","Top quintile 81-100%",0.9,0.4,2.2
"2018","Too expensive","Dentist","Females","Total",3.8,2.9,5.0
"2018","Too expensive","Dentist","Females","Bottom quintile 1-20%",7.2,4.7,10.9
"2018","Too expensive","Dentist","Females","Second quintile 21-40%",4.4,2.6,7.5
"2018","Too expensive","Dentist","Females","Third quintile 41-60%",4.1,2.2,7.5
"2018","Too expensive","Dentist","Females","Fourth quintile 61-80%",1.8,0.7,4.8
"2018","Too expensive","Dentist","Females","Top quintile 81-100%",1.1,0.4,3.6
"2018","Too expensive","Dentist","Males","Total",1.2,0.8,2.0
"2018","Too expensive","Dentist","Males","Bottom quintile 1-20%",3.3,1.6,6.5
"2018","Too expensive","Dentist","Males","Second quintile 21-40%",1.6,0.7,3.8
"2018","Too expensive","Dentist","Males","Third quintile 41-60%",0.5,0.1,3.6
"2018","Too expensive","Dentist","Males","Fourth quintile 61-80%",0.3,0.0,2.1
"2018","Too expensive","Dentist","Males","Top quintile 81-100%",0.7,0.2,2.9
"2018","Too expensive","Doctor or medical specialist","Total","Total",7.6,6.7,8.7
"2018","Too expensive","Doctor or medical specialist","Total","Bottom quintile 1-20%",14.2,11.4,17.5
"2018","Too expensive","Doctor or medical specialist","Total","Second quintile 21-40%",10.7,8.4,13.6
"2018","Too expensive","Doctor or medical specialist","Total","Third quintile 41-60%",5.6,3.9,7.9
"2018","Too expensive","Doctor or medical specialist","Total","Fourth quintile 61-80%",3.9,2.6,5.9
"2018","Too expensive","Doctor or medical specialist","Total","Top quintile 81-100%",3.8,2.5,5.8
"2018","Too expensive","Doctor or medical specialist","Females","Total",8.7,7.3,10.3
"2018","Too expensive","Doctor or medical specialist","Females","Bottom quintile 1-20%",14.6,10.9,19.3
"2018","Too expensive","Doctor or medical specialist","Females","Second quintile 21-40%",13.7,10.2,18.1
"2018","Too expensive","Doctor or medical specialist","Females","Third quintile 41-60%",7.3,4.8,11.1
"2018","Too expensive","Doctor or medical specialist","Females","Fourth quintile 61-80%",3.2,1.6,6.1
"2018","Too expensive","Doctor or medical specialist","Females","Top quintile 81-100%",4.0,2.2,7.0
"2018","Too expensive","Doctor or medical specialist","Males","Total",6.5,5.3,8.0
"2018","Too expensive","Doctor or medical specialist","Males","Bottom quintile 1-20%",13.7,9.8,18.9
"2018","Too expensive","Doctor or medical specialist","Males","Second quintile 21-40%",7.8,5.1,11.7
"2018","Too expensive","Doctor or medical specialist","Males","Third quintile 41-60%",4.0,2.2,7.2
"2018","Too expensive","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.6,2.7,7.9
"2018","Too expensive","Doctor or medical specialist","Males","Top quintile 81-100%",3.7,2.0,6.7
"2018","Other reasons","Dentist","Total","Total",4.8,4.1,5.7
"2018","Other reasons","Dentist","Total","Bottom quintile 1-20%",5.6,3.9,7.9
"2018","Other reasons","Dentist","Total","Second quintile 21-40%",6.7,4.9,9.2
"2018","Other reasons","Dentist","Total","Third quintile 41-60%",4.0,2.6,6.1
"2018","Other reasons","Dentist","Total","Fourth quintile 61-80%",5.0,3.5,7.2
"2018","Other reasons","Dentist","Total","Top quintile 81-100%",2.8,1.8,4.5
"2018","Other reasons","Dentist","Females","Total",5.2,4.1,6.5
"2018","Other reasons","Dentist","Females","Bottom quintile 1-20%",6.0,3.7,9.4
"2018","Other reasons","Dentist","Females","Second quintile 21-40%",6.2,4.0,9.6
"2018","Other reasons","Dentist","Females","Third quintile 41-60%",4.7,2.6,8.2
"2018","Other reasons","Dentist","Females","Fourth quintile 61-80%",4.4,2.5,7.4
"2018","Other reasons","Dentist","Females","Top quintile 81-100%",4.4,2.5,7.6
"2018","Other reasons","Dentist","Males","Total",4.5,3.5,5.7
"2018","Other reasons","Dentist","Males","Bottom quintile 1-20%",5.1,3.0,8.7
"2018","Other reasons","Dentist","Males","Second quintile 21-40%",7.3,4.6,11.2
"2018","Other reasons","Dentist","Males","Third quintile 41-60%",3.3,1.7,6.4
"2018","Other reasons","Dentist","Males","Fourth quintile 61-80%",5.6,3.4,9.1
"2018","Other reasons","Dentist","Males","Top quintile 81-100%",1.5,0.6,3.6
"2018","Other reasons","Doctor or medical specialist","Total","Total",3.8,3.2,4.6
"2018","Other reasons","Doctor or medical specialist","Total","Bottom quintile 1-20%",5.6,4.0,7.9
"2018","Other reasons","Doctor or medical specialist","Total","Second quintile 21-40%",4.1,2.7,6.1
"2018","Other reasons","Doctor or medical specialist","Total","Third quintile 41-60%",4.0,2.6,6.0
"2018","Other reasons","Doctor or medical specialist","Total","Fourth quintile 61-80%",3.5,2.2,5.5
"2018","Other reasons","Doctor or medical specialist","Total","Top quintile 81-100%",2.2,1.2,3.8
"2018","Other reasons","Doctor or medical specialist","Females","Total",3.1,2.3,4.1
"2018","Other reasons","Doctor or medical specialist","Females","Bottom quintile 1-20%",4.2,2.4,7.1
"2018","Other reasons","Doctor or medical specialist","Females","Second quintile 21-40%",3.2,1.7,6.2
"2018","Other reasons","Doctor or medical specialist","Females","Third quintile 41-60%",3.5,1.9,6.5
"2018","Other reasons","Doctor or medical specialist","Females","Fourth quintile 61-80%",2.4,1.0,5.3
"2018","Other reasons","Doctor or medical specialist","Females","Top quintile 81-100%",2.0,0.9,4.5
"2018","Other reasons","Doctor or medical specialist","Males","Total",4.6,3.6,5.8
"2018","Other reasons","Doctor or medical specialist","Males","Bottom quintile 1-20%",7.3,4.6,11.4
"2018","Other reasons","Doctor or medical specialist","Males","Second quintile 21-40%",4.9,2.8,8.3
"2018","Other reasons","Doctor or medical specialist","Males","Third quintile 41-60%",4.4,2.5,7.5
"2018","Other reasons","Doctor or medical specialist","Males","Fourth quintile 61-80%",4.6,2.7,7.9
"2018","Other reasons","Doctor or medical specialist","Males","Top quintile 81-100%",2.3,1.1,4.9
