"Year","Economic activity","Occupational group","Sex","Earnings and working hours","Mean","10%","20%","25% (1st quartile)","30%","40%","50% (median)","60%","70%","75% (3rd quartile)","80%","90%","Observations","Weighted bservations"
"2018","Manufacturing (C)","Technicians and associate professionals (3)","Total","Hours paid",173.7,162.5,164.5,168.1,170.6,173.3,173.3,173.4,175.9,176.7,179.2,183.6,400.0,890.0
"2018","Manufacturing (C)","Technicians and associate professionals (3)","Men","Total earnings",710,506,525,571,585,615,682,708,763,811,859,979,270,640
"2018","Manufacturing (C)","Technicians and associate professionals (3)","Men","Hours paid",175.4,162.5,169.2,171.9,173.0,173.3,173.3,173.4,176.9,179.2,182.6,184.7,270.0,640.0
"2018","Manufacturing (C)","Technicians and associate professionals (3)","Women","Total earnings",634,461,541,556,572,592,619,641,678,695,748,818,120,250
"2018","Manufacturing (C)","Technicians and associate professionals (3)","Women","Hours paid",169.4,160.6,162.5,162.5,162.5,165.8,172.5,173.3,173.3,173.4,173.4,174.0,120.0,250.0
"2018","Manufacturing (C)","Clerks (4)","Total","Total earnings",579,410,462,483,501,523,544,603,638,659,703,762,150,420
"2018","Manufacturing (C)","Clerks (4)","Total","Hours paid",170.0,159.7,162.5,162.5,162.5,164.2,169.5,173.3,173.4,174.7,176.8,182.5,150.0,420.0
"2018","Manufacturing (C)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Total","Total earnings",518,379,403,434,441,472,508,522,577,597,622,679,160,600
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Total","Hours paid",179.4,163.7,167.2,171.9,173.3,173.4,175.0,181.9,184.8,185.5,191.6,199.6,160.0,600.0
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Men","Total earnings",531,379,400,438,448,499,515,544,597,622,628,701,90,430
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Men","Hours paid",180.8,165.0,173.3,173.3,173.3,173.9,175.8,183.6,184.8,185.5,192.3,199.6,90.0,430.0
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Women","Total earnings",485,376,406,416,434,448,461,508,522,575,576,597,60,170
"2018","Manufacturing (C)","Service workers and shop and market sales workers (5)","Women","Hours paid",175.9,162.7,164.5,165.5,165.8,168.7,172.1,174.1,180.7,187.2,187.6,199.0,60.0,170.0
"2018","Manufacturing (C)","Craft and related trades workers (7)","Total","Total earnings",676,446,502,522,538,584,640,704,755,800,849,977,1120,2530
"2018","Manufacturing (C)","Craft and related trades workers (7)","Total","Hours paid",193.1,170.9,174.1,175.5,178.3,182.9,188.0,194.4,200.4,205.9,210.6,225.8,1120.0,2530.0
"2018","Manufacturing (C)","Craft and related trades workers (7)","Men","Total earnings",704,470,525,546,574,612,670,735,790,824,878,996,870,2140
"2018","Manufacturing (C)","Craft and related trades workers (7)","Men","Hours paid",193.9,171.2,174.1,176.1,179.0,183.5,188.5,194.7,203.1,206.5,211.5,226.6,870.0,2140.0
"2018","Manufacturing (C)","Craft and related trades workers (7)","Women","Total earnings",524,388,426,438,452,472,501,535,567,579,602,683,240,390
"2018","Manufacturing (C)","Craft and related trades workers (7)","Women","Hours paid",188.7,167.4,173.3,174.5,176.1,179.3,183.8,189.3,195.6,199.6,201.7,216.8,240.0,390.0
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Total","Total earnings",610,428,469,489,510,563,607,642,681,697,724,803,1330,2540
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Total","Hours paid",192.1,168.0,173.3,174.7,177.1,182.4,185.6,193.3,200.1,204.2,209.0,227.5,1330.0,2540.0
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Men","Total earnings",624,435,488,508,534,579,622,652,687,707,733,813,1130,2200
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Men","Hours paid",193.3,167.9,173.3,174.8,177.2,182.7,186.8,195.2,202.5,206.7,213.3,229.5,1130.0,2200.0
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Women","Total earnings",524,403,433,436,446,471,487,514,567,608,629,708,200,340
"2018","Manufacturing (C)","Plant and machine operators and assemblers (8)","Women","Hours paid",184.5,169.2,172.0,174.3,177.0,180.1,182.9,185.7,189.8,192.7,195.1,200.7,200.0,340.0
"2018","Manufacturing (C)","Elementary occupations (9)","Total","Total earnings",468,345,379,390,401,417,443,474,499,516,531,627,720,1610
"2018","Manufacturing (C)","Elementary occupations (9)","Total","Hours paid",190.9,171.5,175.4,176.8,178.2,183.4,188.1,190.6,197.0,201.6,204.6,214.9,720.0,1610.0
"2018","Manufacturing (C)","Elementary occupations (9)","Men","Total earnings",485,365,391,402,410,434,461,487,514,531,568,667,450,1180
"2018","Manufacturing (C)","Elementary occupations (9)","Men","Hours paid",192.8,174.5,176.4,177.8,178.9,185.8,188.8,191.2,199.6,203.6,207.3,218.2,450.0,1180.0
"2018","Manufacturing (C)","Elementary occupations (9)","Women","Total earnings",421,320,358,372,379,390,405,421,453,464,488,523,260,430
"2018","Manufacturing (C)","Elementary occupations (9)","Women","Hours paid",185.4,166.1,172.3,173.8,174.4,178.9,183.8,186.6,192.7,194.7,198.2,207.7,260.0,430.0
"2018","Manufacturing (C)","Craft workers","Total","Total earnings",744,505,561,580,603,661,730,775,846,892,931,1040,570,1500
"2018","Manufacturing (C)","Craft workers","Total","Hours paid",190.0,167.6,173.3,174.1,175.3,180.3,183.9,189.4,195.4,199.9,208.2,220.5,570.0,1500.0
"2018","Manufacturing (C)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Manufacturing (C)","General, machine and specialized workers","Total","Total earnings",560,385,422,438,457,492,531,583,632,662,684,755,2610,5180
"2018","Manufacturing (C)","General, machine and specialized workers","Total","Hours paid",192.8,170.4,174.6,176.4,178.5,183.3,188.4,194.1,200.7,204.5,208.9,224.4,2610.0,5180.0
"2018","Manufacturing (C)","General, machine and specialized workers","Men","Total earnings",581,401,437,458,476,514,568,611,659,679,704,775,1910,4070
"2018","Manufacturing (C)","General, machine and specialized workers","Men","Hours paid",194.5,170.8,175.2,177.2,179.6,184.6,189.6,196.0,203.6,206.6,211.9,226.6,1910.0,4070.0
"2018","Manufacturing (C)","General, machine and specialized workers","Women","Total earnings",480,359,386,401,412,434,458,484,514,538,561,639,690,1110
"2018","Manufacturing (C)","General, machine and specialized workers","Women","Hours paid",186.4,167.6,172.3,174.3,175.5,180.1,183.4,187.3,192.7,195.5,199.1,209.4,690.0,1110.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Total","Total earnings",968,574,687,733,778,849,929,1013,1081,1124,1167,1396,910,1190
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Total","Hours paid",187.4,171.6,171.6,171.6,171.6,173.4,174.2,185.1,197.1,203.1,210.3,221.1,910.0,1190.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Men","Total earnings",1009,673,769,801,828,899,970,1048,1111,1132,1175,1391,680,870
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Men","Hours paid",191.2,171.6,171.6,173.3,173.4,173.4,183.3,195.4,204.3,210.3,214.2,223.6,680.0,870.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Women","Total earnings",854,514,551,571,595,661,747,849,970,1029,1097,1412,230,310
"2018","Electricity, gas, steam, and air conditioning supply (D)","Total","Women","Hours paid",176.8,164.7,171.6,171.6,171.6,171.6,172.3,173.4,173.4,175.5,183.3,196.3,230.0,310.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Total","Total earnings",1517,1029,1189,1228,1265,1404,1475,1559,1604,1635,1710,2268,100,150
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Total","Hours paid",177.9,171.6,171.6,171.6,173.3,173.4,173.4,173.4,173.4,180.0,189.3,196.3,100.0,150.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Total","Total earnings",1061,827,910,936,951,987,1033,1079,1121,1162,1183,1378,210,280
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Total","Hours paid",174.0,166.0,171.6,171.6,171.6,171.6,171.6,173.4,173.4,173.4,173.4,181.3,210.0,280.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Men","Total earnings",1090,849,936,951,970,1012,1065,1105,1143,1170,1229,1389,140,190
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Men","Hours paid",175.5,170.6,171.6,171.6,171.6,171.6,173.4,173.4,173.4,173.4,173.5,189.3,140.0,190.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Women","Total earnings",1000,807,875,909,911,941,971,1020,1048,1095,1119,1211,60,90
"2018","Electricity, gas, steam, and air conditioning supply (D)","Professionals (2)","Women","Hours paid",170.9,162.1,169.7,170.2,171.2,171.6,171.6,171.6,173.4,173.4,173.4,173.4,60.0,90.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Total","Total earnings",867,646,690,716,750,783,826,905,961,1004,1019,1124,140,180
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Total","Hours paid",184.3,171.6,171.6,171.6,171.6,173.4,173.6,178.7,190.3,196.3,199.1,215.3,140.0,180.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Total","Total earnings",614,503,523,528,540,557,573,599,661,681,698,765,90,120
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Total","Hours paid",179.0,168.3,171.6,171.6,171.6,171.6,173.1,174.3,183.3,183.3,184.5,198.8,90.0,120.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Total","Total earnings",945,719,783,804,822,875,929,1016,1073,1105,1125,1168,250,330
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Total","Hours paid",208.4,174.2,191.1,198.2,202.2,208.5,212.1,216.6,220.4,222.1,224.8,230.3,250.0,330.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Total","Total earnings",586,458,485,504,513,543,585,605,636,649,678,722,70,80
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Total","Hours paid",185.2,171.6,171.6,171.9,173.6,175.5,180.4,187.0,193.2,194.2,198.6,210.6,70.0,80.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Total earnings",951,735,792,810,825,889,941,1035,1078,1108,1126,1168,230,300
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Total","Hours paid",208.0,173.5,191.1,198.2,201.4,208.3,212.0,215.8,219.5,222.0,223.9,228.7,230.0,300.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Total earnings",644,461,504,514,537,585,618,647,687,707,747,861,100,110
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Total","Hours paid",191.7,171.6,171.9,174.7,175.5,181.8,187.5,193.3,202.9,209.7,212.3,223.6,100.0,110.0
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Electricity, gas, steam, and air conditioning supply (D)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Total","Total","Total earnings",683,465,517,540,560,598,641,687,740,765,808,905,450,530
"2018","Water supply; sewerage, waste management etc. (E)","Total","Total","Hours paid",205.9,163.8,173.3,173.3,181.1,198.0,206.3,212.4,222.1,227.1,232.0,251.3,450.0,530.0
"2018","Water supply; sewerage, waste management etc. (E)","Total","Men","Total earnings",693,478,534,558,577,610,648,692,743,781,808,920,380,450
"2018","Water supply; sewerage, waste management etc. (E)","Total","Men","Hours paid",210.9,172.6,173.3,187.6,195.0,203.7,210.0,216.5,226.2,230.6,236.4,253.7,380.0,450.0
"2018","Water supply; sewerage, waste management etc. (E)","Total","Women","Total earnings",625,419,459,492,496,527,565,609,669,685,750,842,70,80
"2018","Water supply; sewerage, waste management etc. (E)","Total","Women","Hours paid",178.3,162.5,162.5,162.5,163.5,170.6,173.3,175.4,181.6,185.4,191.9,212.4,70.0,80.0
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Total earnings",1042,689,742,831,835,868,969,1042,1134,1202,1289,1439,50,70
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Total","Hours paid",179.3,162.5,162.5,164.2,167.3,173.3,173.3,173.3,173.3,178.2,200.3,212.0,50.0,70.0
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Total earnings",666,528,546,560,597,624,654,689,736,743,761,829,130,160
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Hours paid",227.6,173.3,200.0,204.0,209.3,221.7,229.8,239.3,246.2,251.7,254.0,266.9,130.0,160.0
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Total earnings",578,443,479,494,511,558,577,598,626,645,657,755,160,170
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Hours paid",214.4,192.7,200.9,203.1,205.8,210.4,212.8,215.4,223.3,228.3,231.0,237.4,160.0,170.0
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Total earnings",622,465,514,534,553,578,610,646,684,704,738,802,290,330
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Hours paid",220.7,182.5,200.0,203.6,206.7,212.1,217.7,226.2,232.8,238.5,242.4,255.6,290.0,330.0
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2018","Construction (F)","Total","Total","Total earnings",801,534,602,635,649,701,751,806,870,911,961,1083,510,1840
