Year,Quarter,Region,Sex,Age,employment_description,Rate
2008,Q1,Capital region,Males,16-74,unemployment,0.024
2008,Q1,Capital region,Males,16-24,unemployment,0.057
2008,Q1,Capital region,Males,25-54,unemployment,0.019
2008,Q1,Capital region,Males,55-74,unemployment,0.017
2008,Q1,Capital region,Males,16-64,unemployment,0.024
2008,Q1,Capital region,Males,25-64,unemployment,0.018
2008,Q1,Capital region,Females,16-74,unemployment,0.014
2008,Q1,Capital region,Females,16-24,unemployment,0.038
2008,Q1,Capital region,Females,25-54,unemployment,0.01
2008,Q1,Capital region,Females,55-74,unemployment,0.007
2008,Q1,Capital region,Females,16-64,unemployment,0.014
2008,Q1,Capital region,Females,25-64,unemployment,0.008
2008,Q1,Outside Capital region,Total,16-74,unemployment,0.03
2008,Q1,Outside Capital region,Total,16-24,unemployment,0.102
2008,Q1,Outside Capital region,Total,25-54,unemployment,0.018
2008,Q1,Outside Capital region,Total,55-74,unemployment,0.01
2008,Q1,Outside Capital region,Total,16-64,unemployment,0.031
2008,Q1,Outside Capital region,Total,25-64,unemployment,0.017
2008,Q1,Outside Capital region,Males,16-74,unemployment,0.025
2008,Q1,Outside Capital region,Males,16-24,unemployment,0.071
2008,Q1,Outside Capital region,Males,25-54,unemployment,0.02
2008,Q1,Outside Capital region,Males,55-74,unemployment,0.008
2008,Q1,Outside Capital region,Males,16-64,unemployment,0.026
2008,Q1,Outside Capital region,Males,25-64,unemployment,0.018
2008,Q1,Outside Capital region,Females,16-74,unemployment,0.035
2008,Q1,Outside Capital region,Females,16-24,unemployment,0.134
2008,Q1,Outside Capital region,Females,25-54,unemployment,0.015
2008,Q1,Outside Capital region,Females,55-74,unemployment,0.013
2008,Q1,Outside Capital region,Females,16-64,unemployment,0.036
2008,Q1,Outside Capital region,Females,25-64,unemployment,0.015
2008,Q2,Total,Total,16-74,unemployment,0.031
2008,Q2,Total,Total,16-24,unemployment,0.108
2008,Q2,Total,Total,25-54,unemployment,0.014
2008,Q2,Total,Total,55-74,unemployment,0.011
2008,Q2,Total,Total,16-64,unemployment,0.032
2008,Q2,Total,Total,25-64,unemployment,0.014
2008,Q2,Total,Males,16-74,unemployment,0.032
2008,Q2,Total,Males,16-24,unemployment,0.12
2008,Q2,Total,Males,25-54,unemployment,0.011
2008,Q2,Total,Males,55-74,unemployment,0.021
2008,Q2,Total,Males,16-64,unemployment,0.033
2008,Q2,Total,Males,25-64,unemployment,0.013
2008,Q2,Total,Females,16-74,unemployment,0.029
2008,Q2,Total,Females,16-24,unemployment,0.094
2008,Q2,Total,Females,25-54,unemployment,0.017
2008,Q2,Total,Females,55-74,unemployment,0.0
2008,Q2,Total,Females,16-64,unemployment,0.03
2008,Q2,Total,Females,25-64,unemployment,0.014
2008,Q2,Capital region,Total,16-74,unemployment,0.029
2008,Q2,Capital region,Total,16-24,unemployment,0.101
2008,Q2,Capital region,Total,25-54,unemployment,0.014
2008,Q2,Capital region,Total,55-74,unemployment,0.007
2008,Q2,Capital region,Total,16-64,unemployment,0.03
2008,Q2,Capital region,Total,25-64,unemployment,0.013
2008,Q2,Capital region,Males,16-74,unemployment,0.03
2008,Q2,Capital region,Males,16-24,unemployment,0.097
2008,Q2,Capital region,Males,25-54,unemployment,0.015
2008,Q2,Capital region,Males,55-74,unemployment,0.012
2008,Q2,Capital region,Males,16-64,unemployment,0.031
2008,Q2,Capital region,Males,25-64,unemployment,0.015
2008,Q2,Capital region,Females,16-74,unemployment,0.028
2008,Q2,Capital region,Females,16-24,unemployment,0.106
2008,Q2,Capital region,Females,25-54,unemployment,0.013
2008,Q2,Capital region,Females,55-74,unemployment,0.0
2008,Q2,Capital region,Females,16-64,unemployment,0.029
2008,Q2,Capital region,Females,25-64,unemployment,0.011
2008,Q2,Outside Capital region,Total,16-74,unemployment,0.033
2008,Q2,Outside Capital region,Total,16-24,unemployment,0.122
2008,Q2,Outside Capital region,Total,25-54,unemployment,0.013
2008,Q2,Outside Capital region,Total,55-74,unemployment,0.018
2008,Q2,Outside Capital region,Total,16-64,unemployment,0.034
2008,Q2,Outside Capital region,Total,25-64,unemployment,0.015
2008,Q2,Outside Capital region,Males,16-74,unemployment,0.036
2008,Q2,Outside Capital region,Males,16-24,unemployment,0.172
2008,Q2,Outside Capital region,Males,25-54,unemployment,0.003
2008,Q2,Outside Capital region,Males,55-74,unemployment,0.036
2008,Q2,Outside Capital region,Males,16-64,unemployment,0.037
2008,Q2,Outside Capital region,Males,25-64,unemployment,0.011
2008,Q2,Outside Capital region,Females,16-74,unemployment,0.031
2008,Q2,Outside Capital region,Females,16-24,unemployment,0.074
2008,Q2,Outside Capital region,Females,25-54,unemployment,0.027
2008,Q2,Outside Capital region,Females,55-74,unemployment,0.0
2008,Q2,Outside Capital region,Females,16-64,unemployment,0.031
2008,Q2,Outside Capital region,Females,25-64,unemployment,0.02
2008,Q3,Total,Total,16-74,unemployment,0.025
2008,Q3,Total,Total,16-24,unemployment,0.048
2008,Q3,Total,Total,25-54,unemployment,0.02
2008,Q3,Total,Total,55-74,unemployment,0.019
2008,Q3,Total,Total,16-64,unemployment,0.026
2008,Q3,Total,Total,25-64,unemployment,0.021
2008,Q3,Total,Males,16-74,unemployment,0.026
2008,Q3,Total,Males,16-24,unemployment,0.043
2008,Q3,Total,Males,25-54,unemployment,0.02
2008,Q3,Total,Males,55-74,unemployment,0.03
2008,Q3,Total,Males,16-64,unemployment,0.026
2008,Q3,Total,Males,25-64,unemployment,0.022
2008,Q3,Total,Females,16-74,unemployment,0.024
2008,Q3,Total,Females,16-24,unemployment,0.053
2008,Q3,Total,Females,25-54,unemployment,0.021
2008,Q3,Total,Females,55-74,unemployment,0.005
2008,Q3,Total,Females,16-64,unemployment,0.025
2008,Q3,Total,Females,25-64,unemployment,0.018
2008,Q3,Capital region,Total,16-74,unemployment,0.028
2008,Q3,Capital region,Total,16-24,unemployment,0.051
2008,Q3,Capital region,Total,25-54,unemployment,0.024
2008,Q3,Capital region,Total,55-74,unemployment,0.021
2008,Q3,Capital region,Total,16-64,unemployment,0.029
2008,Q3,Capital region,Total,25-64,unemployment,0.023
2008,Q3,Capital region,Males,16-74,unemployment,0.027
2008,Q3,Capital region,Males,16-24,unemployment,0.035
2008,Q3,Capital region,Males,25-54,unemployment,0.025
2008,Q3,Capital region,Males,55-74,unemployment,0.03
2008,Q3,Capital region,Males,16-64,unemployment,0.028
2008,Q3,Capital region,Males,25-64,unemployment,0.026
2008,Q3,Capital region,Females,16-74,unemployment,0.029
2008,Q3,Capital region,Females,16-24,unemployment,0.068
2008,Q3,Capital region,Females,25-54,unemployment,0.022
2008,Q3,Capital region,Females,55-74,unemployment,0.008
2008,Q3,Capital region,Females,16-64,unemployment,0.03
2008,Q3,Capital region,Females,25-64,unemployment,0.02
2008,Q3,Outside Capital region,Total,16-74,unemployment,0.019
2008,Q3,Outside Capital region,Total,16-24,unemployment,0.043
2008,Q3,Outside Capital region,Total,25-54,unemployment,0.014
2008,Q3,Outside Capital region,Total,55-74,unemployment,0.017
2008,Q3,Outside Capital region,Total,16-64,unemployment,0.02
2008,Q3,Outside Capital region,Total,25-64,unemployment,0.015
2008,Q3,Outside Capital region,Males,16-74,unemployment,0.022
2008,Q3,Outside Capital region,Males,16-24,unemployment,0.062
2008,Q3,Outside Capital region,Males,25-54,unemployment,0.01
2008,Q3,Outside Capital region,Males,55-74,unemployment,0.03
2008,Q3,Outside Capital region,Males,16-64,unemployment,0.023
2008,Q3,Outside Capital region,Males,25-64,unemployment,0.016
2008,Q3,Outside Capital region,Females,16-74,unemployment,0.016
2008,Q3,Outside Capital region,Females,16-24,unemployment,0.023
2008,Q3,Outside Capital region,Females,25-54,unemployment,0.019
2008,Q3,Outside Capital region,Females,55-74,unemployment,0.0
2008,Q3,Outside Capital region,Females,16-64,unemployment,0.016
2008,Q3,Outside Capital region,Females,25-64,unemployment,0.015
2008,Q4,Total,Total,16-74,unemployment,0.04
2008,Q4,Total,Total,16-24,unemployment,0.108
2008,Q4,Total,Total,25-54,unemployment,0.029
2008,Q4,Total,Total,55-74,unemployment,0.023
2008,Q4,Total,Total,16-64,unemployment,0.041
2008,Q4,Total,Total,25-64,unemployment,0.027
2008,Q4,Total,Males,16-74,unemployment,0.051
2008,Q4,Total,Males,16-24,unemployment,0.135
2008,Q4,Total,Males,25-54,unemployment,0.038
2008,Q4,Total,Males,55-74,unemployment,0.029
2008,Q4,Total,Males,16-64,unemployment,0.051
2008,Q4,Total,Males,25-64,unemployment,0.036
2008,Q4,Total,Females,16-74,unemployment,0.028
2008,Q4,Total,Females,16-24,unemployment,0.082
2008,Q4,Total,Females,25-54,unemployment,0.018
2008,Q4,Total,Females,55-74,unemployment,0.014
2008,Q4,Total,Females,16-64,unemployment,0.029
2008,Q4,Total,Females,25-64,unemployment,0.017
2008,Q4,Capital region,Total,16-74,unemployment,0.043
2008,Q4,Capital region,Total,16-24,unemployment,0.114
2008,Q4,Capital region,Total,25-54,unemployment,0.031
2008,Q4,Capital region,Total,55-74,unemployment,0.023
2008,Q4,Capital region,Total,16-64,unemployment,0.045
2008,Q4,Capital region,Total,25-64,unemployment,0.031
2008,Q4,Capital region,Males,16-74,unemployment,0.056
2008,Q4,Capital region,Males,16-24,unemployment,0.155
2008,Q4,Capital region,Males,25-54,unemployment,0.041
2008,Q4,Capital region,Males,55-74,unemployment,0.03
2008,Q4,Capital region,Males,16-64,unemployment,0.057
2008,Q4,Capital region,Males,25-64,unemployment,0.039
2008,Q4,Capital region,Females,16-74,unemployment,0.029
2008,Q4,Capital region,Females,16-24,unemployment,0.073
2008,Q4,Capital region,Females,25-54,unemployment,0.02
2008,Q4,Capital region,Females,55-74,unemployment,0.015
2008,Q4,Capital region,Females,16-64,unemployment,0.03
2008,Q4,Capital region,Females,25-64,unemployment,0.02
2008,Q4,Outside Capital region,Total,16-74,unemployment,0.034
2008,Q4,Outside Capital region,Total,16-24,unemployment,0.096
2008,Q4,Outside Capital region,Total,25-54,unemployment,0.024
2008,Q4,Outside Capital region,Total,55-74,unemployment,0.022
2008,Q4,Outside Capital region,Total,16-64,unemployment,0.033
2008,Q4,Outside Capital region,Total,25-64,unemployment,0.021
2008,Q4,Outside Capital region,Males,16-74,unemployment,0.04
2008,Q4,Outside Capital region,Males,16-24,unemployment,0.092
2008,Q4,Outside Capital region,Males,25-54,unemployment,0.033
2008,Q4,Outside Capital region,Males,55-74,unemployment,0.028
2008,Q4,Outside Capital region,Males,16-64,unemployment,0.039
2008,Q4,Outside Capital region,Males,25-64,unemployment,0.03
2008,Q4,Outside Capital region,Females,16-74,unemployment,0.028
2008,Q4,Outside Capital region,Females,16-24,unemployment,0.1
2008,Q4,Outside Capital region,Females,25-54,unemployment,0.015
2008,Q4,Outside Capital region,Females,55-74,unemployment,0.013
2008,Q4,Outside Capital region,Females,16-64,unemployment,0.027
2008,Q4,Outside Capital region,Females,25-64,unemployment,0.012
2009,Q1,Total,Total,16-74,unemployment,0.071
2009,Q1,Total,Total,16-24,unemployment,0.126
2009,Q1,Total,Total,25-54,unemployment,0.069
2009,Q1,Total,Total,55-74,unemployment,0.035
2009,Q1,Total,Total,16-64,unemployment,0.073
2009,Q1,Total,Total,25-64,unemployment,0.063
2009,Q1,Total,Males,16-74,unemployment,0.092
2009,Q1,Total,Males,16-24,unemployment,0.167
2009,Q1,Total,Males,25-54,unemployment,0.089
2009,Q1,Total,Males,55-74,unemployment,0.05
2009,Q1,Total,Males,16-64,unemployment,0.095
2009,Q1,Total,Males,25-64,unemployment,0.083
2009,Q1,Total,Females,16-74,unemployment,0.048
2009,Q1,Total,Females,16-24,unemployment,0.087
2009,Q1,Total,Females,25-54,unemployment,0.047
2009,Q1,Total,Females,55-74,unemployment,0.015
2009,Q1,Total,Females,16-64,unemployment,0.048
2009,Q1,Total,Females,25-64,unemployment,0.041
2009,Q1,Capital region,Total,16-74,unemployment,0.074
2009,Q1,Capital region,Total,16-24,unemployment,0.117
2009,Q1,Capital region,Total,25-54,unemployment,0.074
2009,Q1,Capital region,Total,55-74,unemployment,0.04
2009,Q1,Capital region,Total,16-64,unemployment,0.077
2009,Q1,Capital region,Total,25-64,unemployment,0.069
2009,Q1,Capital region,Males,16-74,unemployment,0.098
2009,Q1,Capital region,Males,16-24,unemployment,0.157
2009,Q1,Capital region,Males,25-54,unemployment,0.098
2009,Q1,Capital region,Males,55-74,unemployment,0.057
2009,Q1,Capital region,Males,16-64,unemployment,0.102
2009,Q1,Capital region,Males,25-64,unemployment,0.092
2009,Q1,Capital region,Females,16-74,unemployment,0.045
2009,Q1,Capital region,Females,16-24,unemployment,0.08
2009,Q1,Capital region,Females,25-54,unemployment,0.044
2009,Q1,Capital region,Females,55-74,unemployment,0.016
2009,Q1,Capital region,Females,16-64,unemployment,0.047
2009,Q1,Capital region,Females,25-64,unemployment,0.039
2009,Q1,Outside Capital region,Total,16-74,unemployment,0.066
2009,Q1,Outside Capital region,Total,16-24,unemployment,0.147
2009,Q1,Outside Capital region,Total,25-54,unemployment,0.061
2009,Q1,Outside Capital region,Total,55-74,unemployment,0.025
2009,Q1,Outside Capital region,Total,16-64,unemployment,0.067
2009,Q1,Outside Capital region,Total,25-64,unemployment,0.054
2009,Q1,Outside Capital region,Males,16-74,unemployment,0.078
2009,Q1,Outside Capital region,Males,16-24,unemployment,0.189
2009,Q1,Outside Capital region,Males,25-54,unemployment,0.069
2009,Q1,Outside Capital region,Males,55-74,unemployment,0.034
2009,Q1,Outside Capital region,Males,16-64,unemployment,0.081
2009,Q1,Outside Capital region,Males,25-64,unemployment,0.064
2009,Q1,Outside Capital region,Females,16-74,unemployment,0.053
2009,Q1,Outside Capital region,Females,16-24,unemployment,0.102
2009,Q1,Outside Capital region,Females,25-54,unemployment,0.052
2009,Q1,Outside Capital region,Females,55-74,unemployment,0.013
2009,Q1,Outside Capital region,Females,16-64,unemployment,0.051
2009,Q1,Outside Capital region,Females,25-64,unemployment,0.043
2009,Q2,Total,Total,16-74,unemployment,0.09
2009,Q2,Total,Total,16-24,unemployment,0.219
2009,Q2,Total,Total,25-54,unemployment,0.069
2009,Q2,Total,Total,55-74,unemployment,0.037
2009,Q2,Total,Total,16-64,unemployment,0.093
2009,Q2,Total,Total,25-64,unemployment,0.064
2009,Q2,Total,Males,16-74,unemployment,0.107
2009,Q2,Total,Males,16-24,unemployment,0.274
2009,Q2,Total,Males,25-54,unemployment,0.078
2009,Q2,Total,Males,55-74,unemployment,0.047
2009,Q2,Total,Males,16-64,unemployment,0.11
2009,Q2,Total,Males,25-64,unemployment,0.074
2009,Q2,Total,Females,16-74,unemployment,0.072
2009,Q2,Total,Females,16-24,unemployment,0.16
2009,Q2,Total,Females,25-54,unemployment,0.058
2009,Q2,Total,Females,55-74,unemployment,0.023
2009,Q2,Total,Females,16-64,unemployment,0.073
2009,Q2,Total,Females,25-64,unemployment,0.052
2009,Q2,Capital region,Total,16-74,unemployment,0.1
2009,Q2,Capital region,Total,16-24,unemployment,0.224
2009,Q2,Capital region,Total,25-54,unemployment,0.08
2009,Q2,Capital region,Total,55-74,unemployment,0.042
2009,Q2,Capital region,Total,16-64,unemployment,0.102
2009,Q2,Capital region,Total,25-64,unemployment,0.074
2009,Q2,Capital region,Males,16-74,unemployment,0.115
2009,Q2,Capital region,Males,16-24,unemployment,0.277
2009,Q2,Capital region,Males,25-54,unemployment,0.089
2009,Q2,Capital region,Males,55-74,unemployment,0.045
2009,Q2,Capital region,Males,16-64,unemployment,0.118
2009,Q2,Capital region,Males,25-64,unemployment,0.081
2009,Q2,Capital region,Females,16-74,unemployment,0.083
2009,Q2,Capital region,Females,16-24,unemployment,0.166
2009,Q2,Capital region,Females,25-54,unemployment,0.07
2009,Q2,Capital region,Females,55-74,unemployment,0.038
2009,Q2,Capital region,Females,16-64,unemployment,0.084
2009,Q2,Capital region,Females,25-64,unemployment,0.065
2009,Q2,Outside Capital region,Total,16-74,unemployment,0.073
2009,Q2,Outside Capital region,Total,16-24,unemployment,0.21
2009,Q2,Outside Capital region,Total,25-54,unemployment,0.049
2009,Q2,Outside Capital region,Total,55-74,unemployment,0.028
2009,Q2,Outside Capital region,Total,16-64,unemployment,0.076
2009,Q2,Outside Capital region,Total,25-64,unemployment,0.046
2009,Q2,Outside Capital region,Males,16-74,unemployment,0.092
2009,Q2,Outside Capital region,Males,16-24,unemployment,0.268
2009,Q2,Outside Capital region,Males,25-54,unemployment,0.06
2009,Q2,Outside Capital region,Males,55-74,unemployment,0.051
2009,Q2,Outside Capital region,Males,16-64,unemployment,0.096
2009,Q2,Outside Capital region,Males,25-64,unemployment,0.061
2009,Q2,Outside Capital region,Females,16-74,unemployment,0.05
2009,Q2,Outside Capital region,Females,16-24,unemployment,0.15
2009,Q2,Outside Capital region,Females,25-54,unemployment,0.034
2009,Q2,Outside Capital region,Females,55-74,unemployment,0.0
2009,Q2,Outside Capital region,Females,16-64,unemployment,0.052
2009,Q2,Outside Capital region,Females,25-64,unemployment,0.027
2009,Q3,Total,Total,16-74,unemployment,0.06
2009,Q3,Total,Total,16-24,unemployment,0.123
2009,Q3,Total,Total,25-54,unemployment,0.051
2009,Q3,Total,Total,55-74,unemployment,0.033
2009,Q3,Total,Total,16-64,unemployment,0.061
2009,Q3,Total,Total,25-64,unemployment,0.048
2009,Q3,Total,Males,16-74,unemployment,0.065
2009,Q3,Total,Males,16-24,unemployment,0.139
2009,Q3,Total,Males,25-54,unemployment,0.054
2009,Q3,Total,Males,55-74,unemployment,0.043
2009,Q3,Total,Males,16-64,unemployment,0.067
2009,Q3,Total,Males,25-64,unemployment,0.052
2009,Q3,Total,Females,16-74,unemployment,0.054
2009,Q3,Total,Females,16-24,unemployment,0.107
2009,Q3,Total,Females,25-54,unemployment,0.048
2009,Q3,Total,Females,55-74,unemployment,0.021
2009,Q3,Total,Females,16-64,unemployment,0.055
2009,Q3,Total,Females,25-64,unemployment,0.044
2009,Q3,Capital region,Total,16-74,unemployment,0.071
2009,Q3,Capital region,Total,16-24,unemployment,0.129
2009,Q3,Capital region,Total,25-54,unemployment,0.067
2009,Q3,Capital region,Total,55-74,unemployment,0.03
2009,Q3,Capital region,Total,16-64,unemployment,0.073
2009,Q3,Capital region,Total,25-64,unemployment,0.061
2009,Q3,Capital region,Males,16-74,unemployment,0.078
2009,Q3,Capital region,Males,16-24,unemployment,0.151
2009,Q3,Capital region,Males,25-54,unemployment,0.072
2009,Q3,Capital region,Males,55-74,unemployment,0.034
2009,Q3,Capital region,Males,16-64,unemployment,0.08
2009,Q3,Capital region,Males,25-64,unemployment,0.065
2009,Q3,Capital region,Females,16-74,unemployment,0.063
2009,Q3,Capital region,Females,16-24,unemployment,0.106
2009,Q3,Capital region,Females,25-54,unemployment,0.061
2009,Q3,Capital region,Females,55-74,unemployment,0.026
2009,Q3,Capital region,Females,16-64,unemployment,0.065
2009,Q3,Capital region,Females,25-64,unemployment,0.056
2009,Q3,Outside Capital region,Total,16-74,unemployment,0.04
2009,Q3,Outside Capital region,Total,16-24,unemployment,0.112
2009,Q3,Outside Capital region,Total,25-54,unemployment,0.023
2009,Q3,Outside Capital region,Total,55-74,unemployment,0.038
2009,Q3,Outside Capital region,Total,16-64,unemployment,0.04
2009,Q3,Outside Capital region,Total,25-64,unemployment,0.025
2009,Q3,Outside Capital region,Males,16-74,unemployment,0.044
2009,Q3,Outside Capital region,Males,16-24,unemployment,0.115
2009,Q3,Outside Capital region,Males,25-54,unemployment,0.024
2009,Q3,Outside Capital region,Males,55-74,unemployment,0.06
2009,Q3,Outside Capital region,Males,16-64,unemployment,0.043
2009,Q3,Outside Capital region,Males,25-64,unemployment,0.03
2009,Q3,Outside Capital region,Females,16-74,unemployment,0.035
2009,Q3,Outside Capital region,Females,16-24,unemployment,0.11
2009,Q3,Outside Capital region,Females,25-54,unemployment,0.02
2009,Q3,Outside Capital region,Females,55-74,unemployment,0.011
2009,Q3,Outside Capital region,Females,16-64,unemployment,0.036
2009,Q3,Outside Capital region,Females,25-64,unemployment,0.019
2009,Q4,Total,Total,16-74,unemployment,0.067
2009,Q4,Total,Total,16-24,unemployment,0.161
2009,Q4,Total,Total,25-54,unemployment,0.056
2009,Q4,Total,Total,55-74,unemployment,0.032
2009,Q4,Total,Total,16-64,unemployment,0.068
2009,Q4,Total,Total,25-64,unemployment,0.051
2009,Q4,Total,Males,16-74,unemployment,0.079
2009,Q4,Total,Males,16-24,unemployment,0.206
2009,Q4,Total,Males,25-54,unemployment,0.067
2009,Q4,Total,Males,55-74,unemployment,0.036
2009,Q4,Total,Males,16-64,unemployment,0.081
2009,Q4,Total,Males,25-64,unemployment,0.061
2009,Q4,Total,Females,16-74,unemployment,0.054
2009,Q4,Total,Females,16-24,unemployment,0.122
2009,Q4,Total,Females,25-54,unemployment,0.043
2009,Q4,Total,Females,55-74,unemployment,0.027
2009,Q4,Total,Females,16-64,unemployment,0.054
2009,Q4,Total,Females,25-64,unemployment,0.04
2009,Q4,Capital region,Total,16-74,unemployment,0.067
2009,Q4,Capital region,Total,16-24,unemployment,0.127
2009,Q4,Capital region,Total,25-54,unemployment,0.061
2009,Q4,Capital region,Total,55-74,unemployment,0.034
2009,Q4,Capital region,Total,16-64,unemployment,0.068
2009,Q4,Capital region,Total,25-64,unemployment,0.056
2009,Q4,Capital region,Males,16-74,unemployment,0.078
2009,Q4,Capital region,Males,16-24,unemployment,0.161
2009,Q4,Capital region,Males,25-54,unemployment,0.073
2009,Q4,Capital region,Males,55-74,unemployment,0.032
2009,Q4,Capital region,Males,16-64,unemployment,0.08
2009,Q4,Capital region,Males,25-64,unemployment,0.065
2009,Q4,Capital region,Females,16-74,unemployment,0.055
2009,Q4,Capital region,Females,16-24,unemployment,0.096
2009,Q4,Capital region,Females,25-54,unemployment,0.049
2009,Q4,Capital region,Females,55-74,unemployment,0.035
2009,Q4,Capital region,Females,16-64,unemployment,0.055
2009,Q4,Capital region,Females,25-64,unemployment,0.046
2009,Q4,Outside Capital region,Total,16-74,unemployment,0.068
2009,Q4,Outside Capital region,Total,16-24,unemployment,0.235
2009,Q4,Outside Capital region,Total,25-54,unemployment,0.045
2009,Q4,Outside Capital region,Total,55-74,unemployment,0.03
2009,Q4,Outside Capital region,Total,16-64,unemployment,0.069
2009,Q4,Outside Capital region,Total,25-64,unemployment,0.041
2009,Q4,Outside Capital region,Males,16-74,unemployment,0.082
2009,Q4,Outside Capital region,Males,16-24,unemployment,0.319
2009,Q4,Outside Capital region,Males,25-54,unemployment,0.057
2009,Q4,Outside Capital region,Males,55-74,unemployment,0.043
2009,Q4,Outside Capital region,Males,16-64,unemployment,0.082
2009,Q4,Outside Capital region,Males,25-64,unemployment,0.053
2009,Q4,Outside Capital region,Females,16-74,unemployment,0.051
2009,Q4,Outside Capital region,Females,16-24,unemployment,0.173
2009,Q4,Outside Capital region,Females,25-54,unemployment,0.03
2009,Q4,Outside Capital region,Females,55-74,unemployment,0.012
2009,Q4,Outside Capital region,Females,16-64,unemployment,0.052
2009,Q4,Outside Capital region,Females,25-64,unemployment,0.026
2010,Q1,Total,Total,16-74,unemployment,0.076
2010,Q1,Total,Total,16-24,unemployment,0.164
2010,Q1,Total,Total,25-54,unemployment,0.064
2010,Q1,Total,Total,55-74,unemployment,0.048
2010,Q1,Total,Total,16-64,unemployment,0.077
2010,Q1,Total,Total,25-64,unemployment,0.061
2010,Q1,Total,Males,16-74,unemployment,0.094
2010,Q1,Total,Males,16-24,unemployment,0.222
2010,Q1,Total,Males,25-54,unemployment,0.079
2010,Q1,Total,Males,55-74,unemployment,0.05
2010,Q1,Total,Males,16-64,unemployment,0.096
2010,Q1,Total,Males,25-64,unemployment,0.073
2010,Q1,Total,Females,16-74,unemployment,0.057
2010,Q1,Total,Females,16-24,unemployment,0.103
2010,Q1,Total,Females,25-54,unemployment,0.048
2010,Q1,Total,Females,55-74,unemployment,0.046
2010,Q1,Total,Females,16-64,unemployment,0.057
2010,Q1,Total,Females,25-64,unemployment,0.047
2010,Q1,Capital region,Total,16-74,unemployment,0.086
2010,Q1,Capital region,Total,16-24,unemployment,0.152
2010,Q1,Capital region,Total,25-54,unemployment,0.075
2010,Q1,Capital region,Total,55-74,unemployment,0.069
2010,Q1,Capital region,Total,16-64,unemployment,0.086
2010,Q1,Capital region,Total,25-64,unemployment,0.073
2010,Q1,Capital region,Males,16-74,unemployment,0.107
2010,Q1,Capital region,Males,16-24,unemployment,0.221
2010,Q1,Capital region,Males,25-54,unemployment,0.091
2010,Q1,Capital region,Males,55-74,unemployment,0.072
2010,Q1,Capital region,Males,16-64,unemployment,0.109
2010,Q1,Capital region,Males,25-64,unemployment,0.087
2010,Q1,Capital region,Females,16-74,unemployment,0.063
2010,Q1,Capital region,Females,16-24,unemployment,0.084
2010,Q1,Capital region,Females,25-54,unemployment,0.056
2010,Q1,Capital region,Females,55-74,unemployment,0.066
2010,Q1,Capital region,Females,16-64,unemployment,0.062
2010,Q1,Capital region,Females,25-64,unemployment,0.058
2010,Q1,Outside Capital region,Total,16-74,unemployment,0.059
2010,Q1,Outside Capital region,Total,16-24,unemployment,0.187
2010,Q1,Outside Capital region,Total,25-54,unemployment,0.046
2010,Q1,Outside Capital region,Total,55-74,unemployment,0.011
2010,Q1,Outside Capital region,Total,16-64,unemployment,0.06
2010,Q1,Outside Capital region,Total,25-64,unemployment,0.039
2010,Q1,Outside Capital region,Males,16-74,unemployment,0.071
2010,Q1,Outside Capital region,Males,16-24,unemployment,0.224
2010,Q1,Outside Capital region,Males,25-54,unemployment,0.057
2010,Q1,Outside Capital region,Males,55-74,unemployment,0.011
2010,Q1,Outside Capital region,Males,16-64,unemployment,0.073
2010,Q1,Outside Capital region,Males,25-64,unemployment,0.048
2010,Q1,Outside Capital region,Females,16-74,unemployment,0.045
2010,Q1,Outside Capital region,Females,16-24,unemployment,0.145
2010,Q1,Outside Capital region,Females,25-54,unemployment,0.033
2010,Q1,Outside Capital region,Females,55-74,unemployment,0.01
2010,Q1,Outside Capital region,Females,16-64,unemployment,0.046
2010,Q1,Outside Capital region,Females,25-64,unemployment,0.029
2010,Q2,Total,Total,16-74,unemployment,0.087
2010,Q2,Total,Total,16-24,unemployment,0.213
2010,Q2,Total,Total,25-54,unemployment,0.063
2010,Q2,Total,Total,55-74,unemployment,0.044
2010,Q2,Total,Total,16-64,unemployment,0.089
2010,Q2,Total,Total,25-64,unemployment,0.06
2010,Q2,Total,Males,16-74,unemployment,0.094
2010,Q2,Total,Males,16-24,unemployment,0.25
2010,Q2,Total,Males,25-54,unemployment,0.065
2010,Q2,Total,Males,55-74,unemployment,0.052
2010,Q2,Total,Males,16-64,unemployment,0.097
2010,Q2,Total,Males,25-64,unemployment,0.063
2010,Q2,Total,Females,16-74,unemployment,0.08
2010,Q2,Total,Females,16-24,unemployment,0.176
2010,Q2,Total,Females,25-54,unemployment,0.062
2010,Q2,Total,Females,55-74,unemployment,0.034
2010,Q2,Total,Females,16-64,unemployment,0.081
2010,Q2,Total,Females,25-64,unemployment,0.056
2010,Q2,Capital region,Total,16-74,unemployment,0.097
2010,Q2,Capital region,Total,16-24,unemployment,0.225
2010,Q2,Capital region,Total,25-54,unemployment,0.074
2010,Q2,Capital region,Total,55-74,unemployment,0.054
2010,Q2,Capital region,Total,16-64,unemployment,0.099
2010,Q2,Capital region,Total,25-64,unemployment,0.069
2010,Q2,Capital region,Males,16-74,unemployment,0.105
2010,Q2,Capital region,Males,16-24,unemployment,0.264
2010,Q2,Capital region,Males,25-54,unemployment,0.075
2010,Q2,Capital region,Males,55-74,unemployment,0.065
2010,Q2,Capital region,Males,16-64,unemployment,0.107
2010,Q2,Capital region,Males,25-64,unemployment,0.073
2010,Q2,Capital region,Females,16-74,unemployment,0.089
