Year,Quarter,Sector,Employment,Value unit,value
2018,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,25000
2018,Q2,Manufacturing,Employees,Persons,22200
2018,Q2,Construction,Employees,Persons,13500
2018,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,55900
2018,Q2,Information and communication,Employees,Persons,7500
2018,Q2,Financial and insurance activities,Employees,Persons,5800
2018,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,18700
2018,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,54600
2018,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7900
2018,Q2,Total - All activities,Employees,Persons,195900
2018,Q2,"Agriculture, forestry and fishing",Self employed,Persons,1900
2018,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2018,Q2,Manufacturing,Self employed,Persons,300
2018,Q2,Construction,Self employed,Persons,1300
2018,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2018,Q2,Information and communication,Self employed,Persons,400
2018,Q2,Financial and insurance activities,Self employed,Persons,0
2018,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2018,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1600
2018,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1400
2018,Q2,Total - All activities,Self employed,Persons,9500
2018,Q2,"Agriculture, forestry and fishing",Total employment,Jobs,8500
2018,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,26900
2018,Q2,Manufacturing,Total employment,Jobs,23900
2018,Q2,Construction,Total employment,Jobs,15800
2018,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,64600
2018,Q2,Information and communication,Total employment,Jobs,9000
2018,Q2,Financial and insurance activities,Total employment,Jobs,6500
2018,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,23300
2018,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,66100
2018,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,13000
2018,Q2,Total - All activities,Total employment,Jobs,235700
2018,Q2,"Agriculture, forestry and fishing",Employees,Jobs,6000
2018,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,26400
2018,Q2,Manufacturing,Employees,Jobs,23400
2018,Q2,Construction,Employees,Jobs,14000
2018,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,62500
2018,Q2,Information and communication,Employees,Jobs,8200
2018,Q2,Financial and insurance activities,Employees,Jobs,6400
2018,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,20800
2018,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,62600
2018,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,10200
2018,Q2,Total - All activities,Employees,Jobs,219000
2018,Q2,"Agriculture, forestry and fishing",Self employed,Jobs,2500
2018,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2018,Q2,Manufacturing,Self employed,Jobs,500
2018,Q2,Construction,Self employed,Jobs,1800
2018,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2100
2018,Q2,Information and communication,Self employed,Jobs,800
2018,Q2,Financial and insurance activities,Self employed,Jobs,100
2018,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2018,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3400
2018,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2800
2018,Q2,Total - All activities,Self employed,Jobs,16700
2018,Q3,"Agriculture, forestry and fishing",Total employment,Hours worked,2795300
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,9075600
2018,Q3,Manufacturing,Total employment,Hours worked,7884600
2018,Q3,Construction,Total employment,Hours worked,5218800
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,19316200
2018,Q3,Information and communication,Total employment,Hours worked,2805100
2018,Q3,Financial and insurance activities,Total employment,Hours worked,2309800
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,7326700
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,19252600
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2861900
2018,Q3,Total - All activities,Total employment,Hours worked,71565800
2018,Q3,"Agriculture, forestry and fishing",Employees,Hours worked,2368100
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,9006200
2018,Q3,Manufacturing,Employees,Hours worked,7816600
2018,Q3,Construction,Employees,Hours worked,4828100
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,18939800
2018,Q3,Information and communication,Employees,Hours worked,2703500
2018,Q3,Financial and insurance activities,Employees,Hours worked,2295700
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,6999300
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,18767600
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2548400
2018,Q3,Total - All activities,Employees,Hours worked,69036700
2018,Q3,"Agriculture, forestry and fishing",Self employed,Hours worked,427300
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,69300
2018,Q3,Manufacturing,Self employed,Hours worked,68000
2018,Q3,Construction,Self employed,Hours worked,390600
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,376400
2018,Q3,Information and communication,Self employed,Hours worked,101600
2018,Q3,Financial and insurance activities,Self employed,Hours worked,14100
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,327400
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,485000
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,313500
2018,Q3,Total - All activities,Self employed,Hours worked,2529100
2018,Q3,"Agriculture, forestry and fishing",Total employment,Persons,7600
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,25700
2018,Q3,Manufacturing,Total employment,Persons,22800
2018,Q3,Construction,Total employment,Persons,15000
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,58700
2018,Q3,Information and communication,Total employment,Persons,7800
2018,Q3,Financial and insurance activities,Total employment,Persons,5900
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,20900
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,57400
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,9500
2018,Q3,Total - All activities,Total employment,Persons,210200
2018,Q3,"Agriculture, forestry and fishing",Employees,Persons,5700
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,25500
2018,Q3,Manufacturing,Employees,Persons,22500
2018,Q3,Construction,Employees,Persons,13700
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,57400
2018,Q3,Information and communication,Employees,Persons,7400
2018,Q3,Financial and insurance activities,Employees,Persons,5800
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,19600
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,55800
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,8000
2018,Q3,Total - All activities,Employees,Persons,200600
2018,Q3,"Agriculture, forestry and fishing",Self employed,Persons,1900
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2018,Q3,Manufacturing,Self employed,Persons,300
2018,Q3,Construction,Self employed,Persons,1300
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2018,Q3,Information and communication,Self employed,Persons,400
2018,Q3,Financial and insurance activities,Self employed,Persons,100
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1300
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1600
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2018,Q3,Total - All activities,Self employed,Persons,9600
2018,Q3,"Agriculture, forestry and fishing",Total employment,Jobs,8600
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,27300
2018,Q3,Manufacturing,Total employment,Jobs,24100
2018,Q3,Construction,Total employment,Jobs,16100
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,66200
2018,Q3,Information and communication,Total employment,Jobs,8900
2018,Q3,Financial and insurance activities,Total employment,Jobs,6500
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,24200
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,65700
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,12700
2018,Q3,Total - All activities,Total employment,Jobs,238300
2018,Q3,"Agriculture, forestry and fishing",Employees,Jobs,6100
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,26800
2018,Q3,Manufacturing,Employees,Jobs,23600
2018,Q3,Construction,Employees,Jobs,14300
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,64100
2018,Q3,Information and communication,Employees,Jobs,8200
2018,Q3,Financial and insurance activities,Employees,Jobs,6400
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,21700
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,62300
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,9900
2018,Q3,Total - All activities,Employees,Jobs,221700
2018,Q3,"Agriculture, forestry and fishing",Self employed,Jobs,2500
2018,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2018,Q3,Manufacturing,Self employed,Jobs,500
2018,Q3,Construction,Self employed,Jobs,1800
2018,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2100
2018,Q3,Information and communication,Self employed,Jobs,700
2018,Q3,Financial and insurance activities,Self employed,Jobs,100
2018,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2018,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3400
2018,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2800
2018,Q3,Total - All activities,Self employed,Jobs,16700
2018,Q4,"Agriculture, forestry and fishing",Total employment,Hours worked,3048100
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,10163800
2018,Q4,Manufacturing,Total employment,Hours worked,8931200
2018,Q4,Construction,Total employment,Hours worked,5949600
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,19696500
2018,Q4,Information and communication,Total employment,Hours worked,3141400
2018,Q4,Financial and insurance activities,Total employment,Hours worked,2465000
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,7512200
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,21755800
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,3053800
2018,Q4,Total - All activities,Total employment,Hours worked,77432900
2018,Q4,"Agriculture, forestry and fishing",Employees,Hours worked,2581600
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,10089000
2018,Q4,Manufacturing,Employees,Hours worked,8857800
2018,Q4,Construction,Employees,Hours worked,5506300
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,19327700
2018,Q4,Information and communication,Employees,Hours worked,3029600
2018,Q4,Financial and insurance activities,Employees,Hours worked,2450100
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,7158200
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,21217500
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2705600
2018,Q4,Total - All activities,Employees,Hours worked,74685300
2018,Q4,"Agriculture, forestry and fishing",Self employed,Hours worked,466500
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,74800
2018,Q4,Manufacturing,Self employed,Hours worked,73400
2018,Q4,Construction,Self employed,Hours worked,443200
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,368900
2018,Q4,Information and communication,Self employed,Hours worked,111800
2018,Q4,Financial and insurance activities,Self employed,Hours worked,15000
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,353900
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,538300
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,348200
2018,Q4,Total - All activities,Self employed,Hours worked,2747600
2018,Q4,"Agriculture, forestry and fishing",Total employment,Persons,7300
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,24900
2018,Q4,Manufacturing,Total employment,Persons,22300
2018,Q4,Construction,Total employment,Persons,15000
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,56300
2018,Q4,Information and communication,Total employment,Persons,7800
2018,Q4,Financial and insurance activities,Total employment,Persons,5600
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,19500
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,54800
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,9500
2018,Q4,Total - All activities,Total employment,Persons,202600
2018,Q4,"Agriculture, forestry and fishing",Employees,Persons,5500
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,24700
2018,Q4,Manufacturing,Employees,Persons,22000
2018,Q4,Construction,Employees,Persons,13700
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,55000
2018,Q4,Information and communication,Employees,Persons,7500
2018,Q4,Financial and insurance activities,Employees,Persons,5600
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,18300
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,53200
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,8000
2018,Q4,Total - All activities,Employees,Persons,192900
2018,Q4,"Agriculture, forestry and fishing",Self employed,Persons,1900
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2018,Q4,Manufacturing,Self employed,Persons,300
2018,Q4,Construction,Self employed,Persons,1300
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2018,Q4,Information and communication,Self employed,Persons,400
2018,Q4,Financial and insurance activities,Self employed,Persons,100
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1600
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2018,Q4,Total - All activities,Self employed,Persons,9700
2018,Q4,"Agriculture, forestry and fishing",Total employment,Jobs,8300
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,26300
2018,Q4,Manufacturing,Total employment,Jobs,23500
2018,Q4,Construction,Total employment,Jobs,16100
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,63100
2018,Q4,Information and communication,Total employment,Jobs,8800
2018,Q4,Financial and insurance activities,Total employment,Jobs,6300
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,23000
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,64100
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,13200
2018,Q4,Total - All activities,Total employment,Jobs,231300
2018,Q4,"Agriculture, forestry and fishing",Employees,Jobs,5800
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,25900
2018,Q4,Manufacturing,Employees,Jobs,23000
2018,Q4,Construction,Employees,Jobs,14200
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,61100
2018,Q4,Information and communication,Employees,Jobs,8100
2018,Q4,Financial and insurance activities,Employees,Jobs,6200
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,20400
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,60600
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,10300
2018,Q4,Total - All activities,Employees,Jobs,214500
2018,Q4,"Agriculture, forestry and fishing",Self employed,Jobs,2500
2018,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2018,Q4,Manufacturing,Self employed,Jobs,500
2018,Q4,Construction,Self employed,Jobs,1800
2018,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2100
2018,Q4,Information and communication,Self employed,Jobs,800
2018,Q4,Financial and insurance activities,Self employed,Jobs,100
2018,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2600
2018,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3500
2018,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2900
2018,Q4,Total - All activities,Self employed,Jobs,16800
2019,Q1,"Agriculture, forestry and fishing",Total employment,Hours worked,2926500
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,10002500
2019,Q1,Manufacturing,Total employment,Hours worked,8744500
2019,Q1,Construction,Total employment,Hours worked,5749400
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,18667800
2019,Q1,Information and communication,Total employment,Hours worked,3482300
2019,Q1,Financial and insurance activities,Total employment,Hours worked,2548600
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,7483600
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,23051600
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,3153000
2019,Q1,Total - All activities,Total employment,Hours worked,77680200
2019,Q1,"Agriculture, forestry and fishing",Employees,Hours worked,2445400
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,9929000
2019,Q1,Manufacturing,Employees,Hours worked,8672800
2019,Q1,Construction,Employees,Hours worked,5316400
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,18316500
2019,Q1,Information and communication,Employees,Hours worked,3363000
2019,Q1,Financial and insurance activities,Employees,Hours worked,2536500
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,7145900
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,22490600
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2782800
2019,Q1,Total - All activities,Employees,Hours worked,74909400
2019,Q1,"Agriculture, forestry and fishing",Self employed,Hours worked,481100
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,73400
2019,Q1,Manufacturing,Self employed,Hours worked,71700
2019,Q1,Construction,Self employed,Hours worked,433000
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,351300
2019,Q1,Information and communication,Self employed,Hours worked,119300
2019,Q1,Financial and insurance activities,Self employed,Hours worked,12200
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,337700
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,561000
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,370200
2019,Q1,Total - All activities,Self employed,Hours worked,2770700
2019,Q1,"Agriculture, forestry and fishing",Total employment,Persons,6800
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,23900
2019,Q1,Manufacturing,Total employment,Persons,21300
2019,Q1,Construction,Total employment,Persons,14500
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,53100
2019,Q1,Information and communication,Total employment,Persons,8100
2019,Q1,Financial and insurance activities,Total employment,Persons,5500
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,18600
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,54700
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,9500
2019,Q1,Total - All activities,Total employment,Persons,196300
2019,Q1,"Agriculture, forestry and fishing",Employees,Persons,5000
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,23600
2019,Q1,Manufacturing,Employees,Persons,21000
2019,Q1,Construction,Employees,Persons,13200
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,51700
2019,Q1,Information and communication,Employees,Persons,7800
2019,Q1,Financial and insurance activities,Employees,Persons,5500
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,17300
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,53000
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,8000
2019,Q1,Total - All activities,Employees,Persons,186500
2019,Q1,"Agriculture, forestry and fishing",Self employed,Persons,1900
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2019,Q1,Manufacturing,Self employed,Persons,300
2019,Q1,Construction,Self employed,Persons,1300
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2019,Q1,Information and communication,Self employed,Persons,400
2019,Q1,Financial and insurance activities,Self employed,Persons,100
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1700
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1600
2019,Q1,Total - All activities,Self employed,Persons,9800
2019,Q1,"Agriculture, forestry and fishing",Total employment,Jobs,7800
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,25000
2019,Q1,Manufacturing,Total employment,Jobs,22300
2019,Q1,Construction,Total employment,Jobs,15400
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,59000
2019,Q1,Information and communication,Total employment,Jobs,9000
2019,Q1,Financial and insurance activities,Total employment,Jobs,6100
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,21600
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,63300
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,12800
2019,Q1,Total - All activities,Total employment,Jobs,222100
2019,Q1,"Agriculture, forestry and fishing",Employees,Jobs,5300
2019,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,24600
2019,Q1,Manufacturing,Employees,Jobs,21900
2019,Q1,Construction,Employees,Jobs,13700
2019,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,57000
2019,Q1,Information and communication,Employees,Jobs,8300
2019,Q1,Financial and insurance activities,Employees,Jobs,6000
2019,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,19200
2019,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,59800
2019,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,9900
2019,Q1,Total - All activities,Employees,Jobs,205600
2019,Q1,"Agriculture, forestry and fishing",Self employed,Jobs,2500
